Name,ERA,FIP,xFIP,WHIP,K/9,BB/9,HR/9,K%,BB%,BABIP,LOB%,WAR,IP,G,GS,W,L
Steven Matz,3.94,,,0.94,9.56,2.81,0.56,0.27,0.079,0.179,,,16.0,3,3,3,0
Casey Mize,3.94,,,1.44,10.13,3.38,1.13,0.254,0.085,0.27,,,16.0,3,3,1,1
Shane McClanahan,3.95,,,1.17,8.56,7.24,0.66,0.22,0.186,0.106,,,13.2,3,3,1,1
Mick Abel,3.98,,,1.57,10.18,4.43,0.0,0.247,0.108,0.275,,,20.1,4,3,1,2
Tyler Glasnow,4.0,,,0.94,11.0,2.0,1.0,0.31,0.056,0.197,,,18.0,3,3,1,0
Jordan Leasure,4.0,,,1.0,9.0,3.0,2.0,0.257,0.086,0.188,,,9.0,8,0,1,0
Jonathan Loáisiga,4.0,,,1.11,7.0,1.0,1.0,0.189,0.027,0.265,,,9.0,9,0,0,1
Paul Skenes,4.0,,,0.94,9.0,3.5,1.0,0.25,0.097,0.161,,,18.0,4,4,3,1
Aaron Nola,4.03,,,1.3,9.67,2.42,1.21,0.258,0.065,0.264,,,22.1,4,4,1,1
Alex Lange,4.05,,,1.5,13.5,6.75,0.0,0.333,0.167,0.208,,,6.2,5,0,0,0
Lucas Sims,4.05,,,1.5,8.1,4.05,0.0,0.2,0.1,0.28,,,6.2,5,0,0,1
Matt Strahm,4.05,,,1.2,8.1,4.05,1.35,0.207,0.103,0.2,,,6.2,7,0,0,0
Max Meyer,4.12,,,1.32,9.15,4.12,0.92,0.227,0.102,0.215,,,19.2,4,4,1,0
Dietrich Enns,4.15,,,1.62,14.54,10.38,0.0,0.35,0.25,0.143,,,4.1,3,0,0,0
Orion Kerkering,4.15,,,1.15,8.31,2.08,0.0,0.222,0.056,0.25,,,4.1,4,0,0,0
Jose Quintana,4.15,,,1.85,4.15,8.31,0.0,0.105,0.211,0.308,,,4.1,1,1,0,0
Justin Topa,4.15,,,1.62,5.19,4.15,1.04,0.128,0.103,0.294,,,8.2,11,0,0,1
Logan Gilbert,4.18,,,1.1,9.51,1.52,0.76,0.275,0.044,0.253,,,23.2,4,4,1,2
Zack Littell,4.2,,,1.4,6.0,3.0,3.0,0.152,0.076,0.262,,,15.0,3,2,0,1
Bryan Baker,4.26,,,0.95,9.95,1.42,1.42,0.28,0.04,0.208,,,6.1,7,0,1,0
Pierce Johnson,4.26,,,1.42,9.95,1.42,1.42,0.25,0.036,0.308,,,6.1,8,0,1,1
Cody Laweryson,4.26,,,0.79,11.37,2.84,0.0,0.308,0.077,0.143,,,6.1,5,0,0,0
Cole Sands,4.26,,,1.58,7.11,4.26,1.42,0.179,0.107,0.292,,,6.1,7,0,0,0
Matthew Liberatore,4.29,,,1.57,5.14,3.43,2.14,0.128,0.085,0.298,,,21.0,4,4,0,1
Ryan Weathers,4.29,,,1.38,12.0,3.0,1.71,0.311,0.078,0.268,,,21.0,4,4,0,2
Tyler Mahle,4.3,,,1.57,9.2,4.3,1.23,0.234,0.109,0.281,,,14.2,3,3,0,2
Jeff Hoffman,4.32,,,1.8,19.44,5.4,1.08,0.439,0.122,0.278,,,8.1,9,0,1,1
Janson Junk,4.32,,,1.26,6.48,2.16,1.08,0.174,0.058,0.266,,,16.2,3,3,0,2
Steven Okert,4.32,,,0.84,7.56,4.32,1.08,0.233,0.133,0.12,,,8.1,8,0,0,0
Brandon Woodruff,4.32,,,1.08,8.64,1.62,1.62,0.232,0.043,0.238,,,16.2,3,3,1,0
Sonny Gray,4.43,,,1.28,4.87,1.77,1.33,0.125,0.045,0.265,,,20.1,4,4,2,1
Shane Baz,4.5,,,1.56,7.31,2.81,0.56,0.183,0.07,0.317,,,16.0,3,3,0,1
Yerry De los Santos,4.5,,,2.5,4.5,9.0,4.5,0.111,0.222,0.429,,,2.0,1,0,0,0
Nick Pivetta,4.5,,,1.13,13.5,3.38,0.0,0.364,0.091,0.2,,,16.0,4,4,1,2
PJ Poulin,4.5,,,1.5,6.3,6.3,2.7,0.163,0.163,0.222,,,10.0,10,2,2,0
Kumar Rocker,4.5,,,1.4,7.2,2.7,1.8,0.182,0.068,0.275,,,10.0,2,2,0,1
Gus Varland,4.5,,,1.5,10.5,4.5,1.5,0.259,0.111,0.25,,,6.0,6,0,0,0
Ryan Walker,4.5,,,1.5,10.5,4.5,1.5,0.259,0.111,0.25,,,6.0,7,0,0,0
Cade Cavalli,4.6,,,1.72,7.47,6.89,0.0,0.176,0.162,0.254,,,15.2,4,4,0,1
Chase Dollander,4.61,,,1.32,9.22,2.63,1.98,0.23,0.066,0.259,,,13.2,4,0,1,1
Drew Anderson,4.66,,,1.34,8.38,5.59,1.86,0.209,0.14,0.194,,,9.2,5,0,0,0
Brad Keller,4.7,,,1.3,9.39,2.35,1.17,0.242,0.061,0.258,,,7.2,8,0,0,0
Peyton Pallette,4.7,,,1.3,10.57,3.52,1.17,0.265,0.088,0.241,,,7.2,5,0,0,1
Cole Wilcox,4.76,,,1.24,9.53,3.18,1.59,0.24,0.08,0.227,,,5.2,5,0,0,0
Andre Pallante,4.8,,,1.53,4.2,4.8,0.6,0.1,0.114,0.25,,,15.0,3,3,1,1
Emilio Pagán,4.82,,,1.29,8.68,5.79,1.93,0.225,0.15,0.182,,,9.1,9,0,1,0
Ryan Zeferjahn,4.82,,,1.07,12.54,3.86,0.0,0.325,0.1,0.171,,,9.1,6,0,1,0
Jameson Taillon,4.86,,,1.26,9.18,3.24,2.7,0.239,0.085,0.234,,,16.2,3,3,0,1
Sam Bachman,4.91,,,1.77,11.05,9.82,0.0,0.265,0.235,0.192,,,7.1,6,0,0,0
Kyle Hart,4.91,,,1.18,4.91,4.09,0.0,0.133,0.111,0.211,,,11.0,6,0,0,0
Zak Kent,4.91,,,2.45,4.91,12.27,4.91,0.1,0.25,0.267,,,3.2,2,0,0,0
Jack Leiter,4.91,,,1.36,12.89,3.68,1.84,0.333,0.095,0.246,,,14.2,3,3,1,1
Christian Roa,4.91,,,1.91,7.36,8.59,1.23,0.162,0.189,0.269,,,7.1,6,0,0,0
Jared Shuster,4.91,,,1.09,2.45,4.91,0.0,0.067,0.133,0.154,,,3.2,2,0,0,0
Walker Buehler,4.97,,,1.26,7.82,3.55,0.71,0.208,0.094,0.234,,,12.2,3,3,0,1
Cade Smith,5.0,,,1.33,11.0,3.0,1.0,0.275,0.075,0.243,,,9.0,9,0,2,0
Ranger Suarez,5.02,,,1.47,6.91,3.14,1.26,0.183,0.083,0.291,,,14.1,3,3,1,1
Slade Cecconi,5.03,,,1.37,8.24,4.58,1.37,0.205,0.114,0.227,,,19.2,4,4,0,2
Adrian Houser,5.06,,,1.56,5.63,2.81,0.56,0.135,0.068,0.29,,,16.0,3,3,0,2
Sean Newcomb,5.06,,,1.5,8.44,4.22,0.0,0.213,0.106,0.268,,,10.2,8,0,0,0
Tyler Wells,5.06,,,1.5,8.44,3.38,1.69,0.208,0.083,0.293,,,10.2,8,0,0,1
Scott Barlow,5.14,,,1.14,7.71,5.14,1.29,0.207,0.138,0.167,,,7.0,7,0,0,0
Jeremiah Estrada,5.14,,,1.43,10.29,6.43,0.0,0.267,0.167,0.208,,,7.0,7,0,1,1
Jack Flaherty,5.14,,,1.64,9.0,7.07,0.64,0.212,0.167,0.235,,,14.0,3,3,0,1
Kyle Leahy,5.14,,,1.71,4.5,5.14,0.64,0.109,0.125,0.291,,,14.0,3,3,1,2
Albert Suárez,5.14,,,1.29,3.86,2.57,2.57,0.103,0.069,0.259,,,7.0,3,0,1,0
Joe Boyle,5.17,,,1.09,9.19,3.45,0.57,0.242,0.091,0.19,,,15.2,3,3,0,1
Logan Webb,5.25,,,1.38,7.88,3.38,0.38,0.2,0.086,0.255,,,24.0,4,4,1,2
Brandon Williamson,5.28,,,1.37,5.87,5.28,1.76,0.149,0.134,0.214,,,15.1,3,3,1,1
Tanner Banks,5.4,,,1.35,9.45,1.35,1.35,0.25,0.036,0.296,,,6.2,6,0,0,0
David Bednar,5.4,,,2.25,10.8,5.4,0.0,0.229,0.114,0.367,,,6.2,7,0,0,2
Cody Bolton,5.4,,,1.68,11.88,7.56,1.08,0.282,0.179,0.233,,,8.1,3,2,0,1
Aaron Bummer,5.4,,,1.6,9.0,5.4,1.8,0.2,0.12,0.238,,,5.0,7,0,0,1
Luis Curvelo,5.4,,,1.6,5.4,3.6,3.6,0.136,0.091,0.3,,,5.0,4,0,0,0
Nathan Eovaldi,5.4,,,1.48,10.8,2.91,1.66,0.268,0.072,0.284,,,21.2,4,4,2,2
Calvin Faucher,5.4,,,2.0,16.2,12.6,0.0,0.36,0.28,0.167,,,5.0,6,0,1,1
Edgardo Henriquez,5.4,,,1.6,7.2,5.4,0.0,0.182,0.136,0.278,,,5.0,5,0,1,0
Juan Mejia,5.4,,,1.8,5.4,4.32,1.08,0.135,0.108,0.333,,,8.1,7,0,0,2
Joel Payamps,5.4,,,1.8,13.5,2.7,2.7,0.312,0.062,0.333,,,3.1,7,0,0,1
Drew Pomeranz,5.4,,,1.35,6.75,4.05,1.35,0.172,0.103,0.25,,,6.2,7,0,0,1
Eury Pérez,5.4,,,1.55,9.0,4.95,1.8,0.22,0.121,0.26,,,20.0,4,4,1,1
Jordan Romano,5.4,,,1.4,12.6,7.2,1.8,0.318,0.182,0.167,,,5.0,7,0,0,1
Jacob Webb,5.4,,,1.95,9.45,6.75,2.7,0.226,0.161,0.308,,,6.2,8,0,0,1
Kyle Bradish,5.49,,,1.63,9.61,4.58,0.46,0.239,0.114,0.286,,,19.2,4,4,1,2
Bailey Ober,5.49,,,1.27,6.41,2.29,0.92,0.165,0.059,0.253,,,19.2,4,4,2,0
Germán Márquez,5.54,,,1.69,6.92,2.77,3.46,0.169,0.068,0.327,,,13.0,3,3,2,1
Luis Severino,5.59,,,1.71,11.17,7.45,0.93,0.279,0.186,0.243,,,19.1,4,4,0,2
Brady Singer,5.6,,,1.7,7.13,1.53,1.53,0.167,0.036,0.342,,,17.2,4,4,1,1
Mason Fluharty,5.68,,,1.58,14.21,5.68,0.0,0.345,0.138,0.261,,,6.1,9,1,0,0
Brad Lord,5.68,,,1.42,7.11,2.84,2.13,0.175,0.07,0.269,,,12.2,6,0,1,0
Abner Uribe,5.68,,,1.42,9.95,1.42,0.0,0.25,0.036,0.296,,,6.1,7,0,0,0
Joe Mantiply,5.79,,,1.07,15.43,3.86,1.93,0.4,0.1,0.176,,,4.2,4,0,1,0
Andrew Abbott,5.85,,,1.7,5.4,3.6,0.9,0.133,0.089,0.321,,,20.0,4,4,0,2
Elvis Alvarado,5.87,,,1.57,7.04,4.7,0.0,0.182,0.121,0.276,,,7.2,9,0,2,0
Kevin Ginkel,5.87,,,1.57,11.74,3.52,0.0,0.286,0.086,0.281,,,7.2,8,0,0,1
Lance McCullers Jr.,5.87,,,1.3,9.98,3.52,0.59,0.279,0.098,0.255,,,15.1,3,3,1,0
Brandon Pfaadt,5.94,,,1.38,5.94,3.24,1.62,0.151,0.082,0.258,,,16.2,3,3,0,1
Edwin Díaz,6.0,,,1.67,15.0,6.0,1.5,0.345,0.138,0.25,,,6.0,6,0,1,0
Jordan Hicks,6.0,,,1.89,5.0,7.0,0.0,0.125,0.175,0.323,,,9.0,9,0,0,1
Colin Holderman,6.0,,,1.33,9.0,6.0,3.0,0.214,0.143,0.167,,,3.0,2,0,0,0
John Schreiber,6.0,,,2.0,4.5,9.0,1.5,0.097,0.194,0.286,,,6.0,7,0,0,2
Cole Sulser,6.0,,,2.0,7.0,5.0,1.0,0.156,0.111,0.342,,,9.0,6,0,1,0
Angel Zerpa,6.0,,,1.67,4.0,4.0,1.0,0.108,0.108,0.344,,,9.0,8,0,0,1
Simeon Woods Richardson,6.1,,,1.6,4.79,3.05,1.74,0.12,0.076,0.31,,,20.2,4,4,0,3
Brayan Bello,6.14,,,1.91,5.52,5.52,1.23,0.125,0.125,0.311,,,14.2,3,3,1,1
Mark Leiter Jr.,6.14,,,1.77,8.59,1.23,1.23,0.2,0.029,0.364,,,7.1,8,0,0,1
Mason Montgomery,6.14,,,1.91,19.64,6.14,1.23,0.444,0.139,0.29,,,7.1,8,0,1,0
Chris Paddack,6.14,,,1.57,8.59,3.07,1.84,0.206,0.074,0.295,,,14.2,3,2,0,2
Greg Weissert,6.14,,,1.23,13.5,3.68,3.68,0.344,0.094,0.214,,,7.1,8,0,0,1
Michael Kelly,6.23,,,2.31,8.31,8.31,2.08,0.182,0.182,0.333,,,4.1,4,0,0,0
Jesús Luzardo,6.23,,,1.15,13.5,2.08,1.04,0.366,0.056,0.239,,,17.1,3,3,1,2
Roki Sasaki,6.23,,,1.85,10.38,6.92,2.08,0.238,0.159,0.269,,,13.0,3,3,0,2
Noah Schultz,6.23,,,1.62,8.31,8.31,0.0,0.2,0.2,0.2,,,4.1,1,1,0,1
Enmanuel De Jesus,6.35,,,1.94,11.12,6.35,0.0,0.241,0.138,0.292,,,5.2,4,0,1,0
Tanner Bibee,6.38,,,1.64,8.84,2.95,1.96,0.22,0.073,0.316,,,18.1,4,4,0,2
David Peterson,6.41,,,1.83,9.61,4.58,0.46,0.216,0.103,0.321,,,19.2,4,4,0,3
Hunter Barco,6.43,,,2.14,6.43,9.0,3.86,0.135,0.189,0.276,,,7.0,4,0,0,1
Anthony Bender,6.43,,,1.86,10.29,7.71,0.0,0.235,0.176,0.269,,,7.0,8,0,1,0
Connor Brogdon,6.43,,,1.0,7.71,2.57,1.29,0.207,0.069,0.2,,,7.0,7,0,2,2
Cole Henry,6.43,,,1.71,10.29,5.14,1.29,0.235,0.118,0.276,,,7.0,7,0,0,2
Tommy Nance,6.43,,,1.57,11.57,2.57,1.29,0.281,0.062,0.3,,,7.0,7,0,0,0
Mike Burrows,6.55,,,1.82,7.36,2.86,2.05,0.175,0.068,0.347,,,22.0,4,4,1,3
Emmet Sheehan,6.6,,,1.47,8.4,3.6,2.4,0.215,0.092,0.271,,,15.0,3,3,2,0
Zach Agnos,6.75,,,1.93,8.68,4.82,0.0,0.2,0.111,0.325,,,9.1,6,0,0,0
Matthew Boyd,6.75,,,1.18,16.39,2.89,0.96,0.459,0.081,0.235,,,9.1,2,2,1,1
Luis Gil,6.75,,,1.5,4.5,6.75,2.25,0.105,0.158,0.2,,,4.0,1,1,0,1
Hunter Harvey,6.75,,,1.5,9.0,2.25,4.5,0.222,0.056,0.294,,,4.0,4,0,0,1
Zack Kelly,6.75,,,0.94,5.06,1.69,1.69,0.143,0.048,0.222,,,5.1,5,0,0,1
Tyler Schweitzer,6.75,,,2.25,6.75,6.75,0.0,0.143,0.143,0.333,,,1.1,1,0,0,0
Will Vest,6.75,,,1.35,12.15,4.05,0.0,0.31,0.103,0.231,,,6.2,8,0,1,2
Ken Waldichuk,6.75,,,1.5,7.71,5.79,3.86,0.195,0.146,0.235,,,9.1,5,0,0,0
Luis Castillo,6.92,,,1.77,9.69,2.77,0.69,0.226,0.065,0.339,,,13.0,3,3,0,0
Shaun Anderson,6.97,,,1.55,6.1,4.35,2.61,0.152,0.109,0.275,,,10.1,4,0,1,0
Yoendrys Gómez,6.97,,,1.65,5.23,4.35,4.35,0.125,0.104,0.279,,,10.1,5,0,0,0
Dustin May,6.98,,,1.6,6.98,1.86,0.93,0.179,0.048,0.351,,,19.1,4,4,2,2
Matt Festa,7.0,,,1.44,8.0,1.0,2.0,0.195,0.024,0.308,,,9.0,7,0,0,0
Jake Irvin,7.07,,,1.5,10.29,5.14,1.93,0.25,0.125,0.236,,,14.0,3,3,1,1
Kodai Senga,7.07,,,1.71,12.21,4.5,1.29,0.297,0.109,0.298,,,14.0,3,3,0,2
Luis García,7.11,,,2.05,5.68,2.84,0.0,0.125,0.062,0.367,,,6.1,6,0,0,0
Chris Martin,7.11,,,1.74,9.95,0.0,1.42,0.241,0.0,0.393,,,6.1,8,0,1,1
Erik Miller,7.2,,,2.0,12.6,5.4,0.0,0.28,0.12,0.318,,,5.0,6,0,0,0
Tatsuya Imai,7.27,,,2.08,13.5,11.42,0.0,0.295,0.25,0.219,,,8.2,3,3,1,0
Ryan Feltner,7.3,,,1.7,6.57,4.38,2.19,0.161,0.107,0.3,,,12.1,3,3,1,1
Camilo Doval,7.36,,,1.23,8.59,1.23,1.23,0.212,0.03,0.258,,,7.1,9,0,0,0
Taijuan Walker,7.36,,,1.91,7.36,4.3,2.45,0.169,0.099,0.333,,,14.2,3,3,1,2
Ryan Watson,7.36,,,1.64,4.91,5.73,2.45,0.115,0.135,0.256,,,11.0,8,0,0,0
Ryan Weiss,7.36,,,2.09,12.27,4.91,2.45,0.268,0.107,0.34,,,11.0,5,0,0,2
Jacob Lopez,7.43,,,2.18,7.43,8.78,2.02,0.162,0.191,0.291,,,13.1,3,3,1,1
Yusei Kikuchi,7.5,,,1.89,9.5,5.0,1.5,0.213,0.112,0.312,,,18.0,4,4,0,2
Garrett Crochet,7.58,,,1.58,10.42,3.32,1.42,0.239,0.076,0.288,,,19.0,4,4,2,2
Valente Bellozo,7.59,,,1.59,6.75,5.91,4.22,0.167,0.146,0.256,,,10.2,3,0,0,1
Jake Bird,7.71,,,1.43,11.57,1.29,1.29,0.281,0.031,0.31,,,7.0,8,0,1,1
Garrett Cleavinger,7.71,,,3.0,11.57,15.43,0.0,0.214,0.286,0.333,,,2.1,3,0,1,1
J.P. France,7.71,,,1.93,5.79,7.71,0.0,0.13,0.174,0.278,,,4.2,2,0,0,0
Joey Lucchesi,7.71,,,3.43,7.71,15.43,0.0,0.125,0.25,0.364,,,2.1,3,0,0,0
Eric Lauer,7.82,,,1.58,8.53,6.39,2.13,0.211,0.158,0.229,,,12.2,3,3,1,2
Kevin Kelly,7.94,,,1.06,7.94,3.18,0.0,0.208,0.083,0.19,,,5.2,7,0,1,1
Justin Bruihl,8.0,,,1.78,6.0,8.0,1.0,0.14,0.186,0.242,,,9.0,10,0,0,0
Javier Assad,8.1,,,1.6,5.4,3.6,1.8,0.133,0.089,0.3,,,10.0,2,2,1,1
Michael Lorenzen,8.1,,,2.22,7.02,2.7,2.16,0.14,0.054,0.381,,,16.2,5,4,1,2
Ian Seymour,8.1,,,1.2,10.8,0.0,0.0,0.286,0.0,0.308,,,6.2,6,0,0,0
Luke Weaver,8.1,,,1.35,5.4,4.05,1.35,0.133,0.1,0.24,,,6.2,7,0,1,0
Cionel Pérez,8.22,,,1.83,5.87,5.87,2.35,0.143,0.143,0.3,,,7.2,9,0,1,1
Ryan Borucki,8.44,,,2.06,8.44,3.38,3.38,0.192,0.077,0.375,,,5.1,6,0,0,1
Griffin Jax,8.44,,,2.06,6.75,6.75,1.69,0.148,0.148,0.35,,,5.1,7,0,0,2
José Urquidy,8.53,,,2.68,8.53,2.84,1.42,0.167,0.056,0.441,,,6.1,5,0,0,1
Ryne Stanek,8.59,,,2.18,11.05,6.14,1.23,0.237,0.132,0.344,,,7.1,8,0,1,0
José Suarez,8.64,,,2.28,11.88,4.32,0.0,0.268,0.098,0.405,,,8.1,4,1,0,1
Luinder Avila,9.0,,,3.0,9.0,6.0,1.5,0.182,0.121,0.483,,,6.0,2,1,0,1
Kyle Backhus,9.0,,,1.67,12.0,3.0,3.0,0.286,0.071,0.308,,,3.0,4,0,0,0
Charlie Barnes,9.0,,,2.33,3.0,9.0,0.0,0.059,0.176,0.308,,,3.0,1,0,0,0
Chris Bassitt,9.0,,,2.36,4.09,5.73,0.82,0.082,0.115,0.388,,,11.0,3,3,0,2
Patrick Corbin,9.0,,,1.75,6.75,2.25,4.5,0.143,0.048,0.353,,,4.0,1,1,0,0
Hunter Gaddis,9.0,,,3.0,9.0,9.0,0.0,0.167,0.167,0.5,,,1.0,1,0,0,0
Logan Henderson,9.0,,,2.0,13.5,4.5,0.0,0.333,0.111,0.375,,,2.0,1,1,0,0
Jayden Murray,9.0,,,2.5,13.5,13.5,0.0,0.273,0.273,0.286,,,2.0,1,0,0,0
Jack Perkins,9.0,,,2.25,15.75,2.25,0.0,0.35,0.05,0.421,,,4.0,2,0,1,0
Miguel Rojas,9.0,,,2.0,0.0,9.0,0.0,0.0,0.167,0.25,,,1.0,1,0,0,0
Joey Wiemer,9.0,,,3.0,0.0,9.0,0.0,0.0,0.143,0.5,,,1.0,1,0,0,0
AJ Blubaugh,9.28,,,1.69,6.75,5.06,2.53,0.16,0.12,0.293,,,10.2,7,0,2,2
Mason Englert,9.35,,,2.08,6.23,2.08,3.12,0.136,0.045,0.39,,,8.2,6,1,0,1
Adrian Morejon,9.39,,,2.09,7.04,1.17,0.0,0.154,0.026,0.395,,,7.2,7,0,1,0
Max Scherzer,9.58,,,1.45,7.84,3.48,3.48,0.196,0.087,0.275,,,10.1,3,3,1,2
Ben Casparius,9.64,,,2.14,7.71,7.71,1.93,0.174,0.174,0.316,,,4.2,5,0,0,1
Colton Gordon,9.82,,,2.18,12.27,0.0,4.91,0.263,0.0,0.444,,,3.2,1,1,0,0
Justin Lawrence,9.82,,,1.91,14.73,6.14,3.68,0.324,0.135,0.281,,,7.1,8,0,0,1
Johan Oviedo,9.82,,,1.91,7.36,2.45,4.91,0.167,0.056,0.4,,,3.2,1,0,0,0
Taylor Rashi,9.82,,,1.09,9.82,2.45,2.45,0.267,0.067,0.214,,,3.2,3,0,1,0
Shane Drohan,10.13,,,2.63,6.75,13.5,0.0,0.133,0.267,0.3,,,2.2,1,1,0,1
Kyle Nicolas,10.13,,,3.0,3.38,16.88,3.38,0.062,0.312,0.273,,,2.2,2,0,0,0
Kolby Allard,10.38,,,2.19,9.35,3.12,2.08,0.2,0.067,0.39,,,8.2,4,0,0,0
Anthony Banda,10.38,,,1.62,8.31,2.08,1.04,0.186,0.047,0.333,,,8.2,9,0,1,0
Brandon Sproat,10.45,,,2.32,8.71,8.71,3.48,0.2,0.2,0.359,,,10.1,3,1,0,1
Chris Murphy,10.5,,,2.33,9.0,7.5,1.5,0.188,0.156,0.333,,,6.0,6,0,1,0
Pete Fairbanks,10.8,,,1.6,12.6,1.8,1.8,0.292,0.042,0.318,,,5.0,5,1,0,1
Shane Smith,10.8,,,2.52,11.88,9.72,1.08,0.224,0.184,0.316,,,8.1,3,3,0,2
Miles Mikolas,11.49,,,2.17,6.32,5.17,3.45,0.136,0.111,0.352,,,15.2,4,3,0,3
George Klassen,11.57,,,3.64,11.57,19.29,1.93,0.188,0.312,0.318,,,4.2,2,2,0,1
Josh Fleming,12.0,,,2.67,3.0,6.0,3.0,0.056,0.111,0.429,,,3.0,1,0,0,0
Luis Morales,12.27,,,2.86,6.14,9.82,4.91,0.119,0.19,0.394,,,7.1,2,2,0,2
Chris Roycroft,12.27,,,3.55,7.36,12.27,2.45,0.12,0.2,0.421,,,3.2,5,0,0,0
Justin Verlander,12.27,,,2.18,2.45,4.91,2.45,0.053,0.105,0.353,,,3.2,1,1,0,1
Andre Granillo,12.46,,,2.54,2.08,10.38,2.08,0.043,0.217,0.375,,,4.1,5,0,0,0
Cristian Javier,12.54,,,2.36,3.86,8.68,1.93,0.083,0.188,0.351,,,9.1,3,3,0,1
José Alvarado,12.6,,,2.4,12.6,5.4,0.0,0.25,0.107,0.391,,,5.0,8,0,0,1
Bailey Falter,13.5,,,3.0,10.8,5.4,2.7,0.2,0.1,0.444,,,3.1,2,0,0,0
Phil Maton,13.5,,,2.5,11.25,9.0,2.25,0.208,0.167,0.353,,,4.0,5,0,0,1
Rolddy Muñoz,13.5,,,3.0,13.5,4.5,4.5,0.25,0.083,0.455,,,2.0,1,0,0,0
Matt Svanson,13.97,,,2.48,8.38,5.59,2.79,0.17,0.113,0.391,,,9.2,8,0,0,1
Steven Cruz,14.4,,,2.2,12.6,7.2,7.2,0.269,0.154,0.318,,,5.0,5,0,0,0
Trevor Megill,14.4,,,2.4,9.0,7.2,0.0,0.172,0.138,0.364,,,5.0,6,0,0,2
Tyler Heineman,15.0,,,2.67,0.0,3.0,3.0,0.0,0.059,0.438,,,3.0,2,0,0,0
Brandon Eisert,15.43,,,3.0,7.71,3.86,0.0,0.143,0.071,0.545,,,2.1,2,0,0,0
Roddery Muñoz,15.75,,,3.25,13.5,13.5,6.75,0.24,0.24,0.368,,,4.0,3,0,0,0
Bryan Abreu,16.2,,,3.6,18.0,19.8,5.4,0.312,0.344,0.333,,,5.0,7,0,0,2
Ryan Johnson,16.2,,,3.3,5.4,10.8,2.7,0.095,0.19,0.438,,,3.1,1,1,0,1
Seth Johnson,16.2,,,3.6,5.4,10.8,0.0,0.077,0.154,0.4,,,1.2,1,0,0,0
Nick Raquet,16.2,,,2.4,0.0,5.4,5.4,0.0,0.1,0.375,,,1.2,2,0,0,0
Tyler Gilbert,18.0,,,3.0,0.0,9.0,9.0,0.0,0.167,0.4,,,1.0,1,0,0,0
Jedixson Paez,18.0,,,2.33,0.0,9.0,6.0,0.0,0.188,0.333,,,3.0,3,0,0,0
Joe Ross,19.64,,,3.0,4.91,9.82,2.45,0.091,0.182,0.389,,,3.2,3,0,0,0
Yaramil Hiraldo,21.6,,,4.2,10.8,21.6,10.8,0.167,0.333,0.375,,,1.2,3,0,0,0
José Buttó,22.5,,,5.0,22.5,18.0,9.0,0.312,0.25,0.5,,,2.0,3,0,0,0
Brendon Little,24.55,,,3.55,14.73,7.36,7.36,0.25,0.125,0.5,,,3.2,5,0,0,2
Matt Pushard,27.0,,,4.0,9.0,9.0,0.0,0.143,0.143,0.6,,,1.0,1,0,0,0
James McCann,45.0,,,7.0,0.0,0.0,9.0,0.0,0.0,0.778,,,1.0,1,0,0,0
Jackson Rutledge,47.25,,,6.0,13.5,13.5,0.0,0.167,0.167,0.6,,,1.1,1,0,0,0
Nick Sandlin,54.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.333,,,0.1,1,0,0,0
Carlos Estévez,162.0,,,18.0,0.0,54.0,27.0,0.0,0.286,0.8,,,0.1,1,0,0,1
Jonathan Cannon,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,1,0,0,0
