Name,AVG,OBP,SLG,OPS,wOBA,wRC+,PA,R,HR,RBI,SB,WAR,BABIP,BB%,K%,ISO
J.D. Davis,0.248,0.325,0.413,0.738,,,546,61,18,69,1,,0.32,0.095,0.278,0.165
Santiago Espinal,0.248,0.31,0.335,0.645,,,254,30,2,25,2,,0.285,0.071,0.142,0.087
Starling Marte,0.248,0.301,0.324,0.625,,,341,38,5,28,24,,0.303,0.047,0.202,0.076
Ronny Mauricio,0.248,0.296,0.347,0.643,,,108,11,2,9,7,,0.338,0.065,0.287,0.099
Rob Refsnyder,0.248,0.365,0.317,0.682,,,243,31,1,28,7,,0.316,0.136,0.193,0.069
Christopher Morel,0.247,0.313,0.508,0.821,,,429,62,26,70,6,,0.303,0.084,0.31,0.261
David Fletcher,0.247,0.302,0.326,0.628,,,97,7,2,12,0,,0.256,0.072,0.093,0.079
Mike Moustakas,0.247,0.293,0.392,0.685,,,386,43,12,48,0,,0.296,0.06,0.246,0.145
Connor Joe,0.247,0.339,0.421,0.76,,,472,63,11,42,3,,0.311,0.106,0.233,0.174
Brayan Rocchio,0.247,0.279,0.321,0.6,,,86,9,0,8,0,,0.364,0.047,0.314,0.074
Adam Duvall,0.247,0.303,0.531,0.834,,,353,45,21,58,4,,0.299,0.062,0.312,0.284
Josh Bell,0.247,0.325,0.419,0.744,,,617,52,22,74,0,,0.287,0.102,0.217,0.172
Vinnie Pasquantino,0.247,0.324,0.437,0.761,,,260,24,9,26,0,,0.25,0.096,0.119,0.19
Brent Rooker,0.246,0.329,0.488,0.817,,,526,61,30,69,4,,0.317,0.093,0.327,0.242
Garrett Mitchell,0.246,0.315,0.446,0.761,,,73,10,3,7,1,,0.351,0.096,0.356,0.2
Sal Frelick,0.246,0.341,0.351,0.692,,,223,29,3,24,7,,0.286,0.126,0.166,0.105
Geraldo Perdomo,0.246,0.353,0.359,0.712,,,495,71,6,47,16,,0.295,0.129,0.174,0.113
Tim Anderson,0.245,0.286,0.296,0.582,,,524,52,1,25,13,,0.323,0.05,0.233,0.051
Josh Rojas,0.245,0.303,0.338,0.641,,,350,47,4,40,12,,0.313,0.077,0.231,0.093
CJ Abrams,0.245,0.3,0.412,0.712,,,614,83,18,64,47,,0.279,0.052,0.192,0.167
Adolis García,0.245,0.328,0.508,0.836,,,632,108,39,107,9,,0.28,0.103,0.277,0.263
Yuli Gurriel,0.245,0.304,0.359,0.663,,,329,32,4,27,4,,0.272,0.079,0.134,0.114
Corey Julks,0.245,0.297,0.352,0.649,,,323,35,6,33,15,,0.306,0.068,0.232,0.107
Terrin Vavra,0.245,0.315,0.245,0.56,,,56,9,0,5,1,,0.324,0.089,0.214,0.0
Nelson Cruz,0.245,0.283,0.399,0.682,,,152,9,5,23,1,,0.323,0.039,0.303,0.154
Jonathan India,0.244,0.338,0.407,0.745,,,529,78,17,61,14,,0.281,0.098,0.206,0.163
Alec Burleson,0.244,0.3,0.39,0.69,,,347,34,8,36,3,,0.261,0.066,0.13,0.146
Jonathan Davis,0.244,0.307,0.378,0.685,,,104,22,2,10,1,,0.328,0.067,0.279,0.134
Dansby Swanson,0.244,0.328,0.416,0.744,,,638,81,22,80,9,,0.297,0.103,0.241,0.172
Anthony Rizzo,0.244,0.328,0.378,0.706,,,421,45,12,41,0,,0.298,0.083,0.23,0.134
DJ Stewart,0.244,0.333,0.506,0.839,,,185,21,11,26,1,,0.298,0.081,0.303,0.262
DJ LeMahieu,0.243,0.327,0.39,0.717,,,562,55,15,44,2,,0.295,0.107,0.222,0.147
Henry Ramos,0.243,0.349,0.311,0.66,,,86,9,0,5,2,,0.34,0.128,0.244,0.068
Tyler Stephenson,0.243,0.317,0.378,0.695,,,517,59,13,56,0,,0.314,0.091,0.261,0.135
Elehuris Montero,0.243,0.29,0.426,0.716,,,307,40,11,39,0,,0.352,0.049,0.362,0.183
Jake McCarthy,0.243,0.318,0.326,0.644,,,312,37,2,16,26,,0.305,0.083,0.199,0.083
Isiah Kiner-Falefa,0.242,0.306,0.34,0.646,,,361,39,6,37,14,,0.289,0.078,0.194,0.098
Tyler Freeman,0.242,0.295,0.366,0.661,,,168,20,4,18,5,,0.275,0.06,0.179,0.124
Jurickson Profar,0.242,0.321,0.368,0.689,,,521,55,9,46,1,,0.279,0.096,0.173,0.126
Michael Chavis,0.242,0.281,0.341,0.622,,,96,16,2,5,1,,0.357,0.052,0.344,0.099
Andrew Knizner,0.241,0.288,0.424,0.712,,,241,30,10,31,2,,0.288,0.05,0.257,0.183
Christian Arroyo,0.241,0.268,0.369,0.637,,,206,23,3,24,1,,0.295,0.034,0.218,0.128
Ceddanne Rafaela,0.241,0.281,0.386,0.667,,,89,11,2,5,3,,0.333,0.045,0.315,0.145
Miles Mastrobuoni,0.241,0.308,0.301,0.609,,,149,24,1,5,13,,0.31,0.087,0.215,0.06
Adam Frazier,0.24,0.3,0.396,0.696,,,455,59,13,60,11,,0.258,0.07,0.149,0.156
Carlos Santana,0.24,0.318,0.429,0.747,,,619,78,23,86,6,,0.255,0.105,0.168,0.189
Kyle Isbel,0.24,0.282,0.38,0.662,,,313,45,5,34,7,,0.283,0.054,0.188,0.14
Matt Chapman,0.24,0.33,0.424,0.754,,,581,66,17,54,4,,0.319,0.107,0.284,0.184
Ryan McMahon,0.24,0.322,0.431,0.753,,,627,80,23,70,5,,0.326,0.108,0.316,0.191
Michael Conforto,0.239,0.334,0.384,0.718,,,470,58,15,58,4,,0.284,0.113,0.226,0.145
Joshua Palacios,0.239,0.279,0.413,0.692,,,264,26,10,40,5,,0.269,0.045,0.212,0.174
Willie Calhoun,0.239,0.309,0.403,0.712,,,149,16,5,16,0,,0.245,0.094,0.134,0.164
Cade Marlowe,0.239,0.33,0.42,0.75,,,100,14,3,11,4,,0.346,0.12,0.33,0.181
Austin Meadows,0.238,0.238,0.286,0.524,,,21,0,0,2,0,,0.278,0.0,0.143,0.048
Cristian Pache,0.238,0.319,0.417,0.736,,,95,12,2,11,2,,0.327,0.105,0.284,0.179
Myles Straw,0.238,0.301,0.297,0.598,,,518,52,1,29,20,,0.295,0.081,0.187,0.059
Cody Thomas,0.238,0.304,0.381,0.685,,,46,1,1,2,0,,0.375,0.087,0.37,0.143
Robbie Grossman,0.238,0.34,0.394,0.734,,,420,56,10,49,1,,0.292,0.136,0.233,0.156
David Fry,0.238,0.319,0.416,0.735,,,113,12,4,15,2,,0.299,0.071,0.265,0.178
Bo Naylor,0.237,0.339,0.47,0.809,,,230,33,11,32,5,,0.267,0.13,0.23,0.233
Liover Peguero,0.237,0.28,0.374,0.654,,,213,21,7,26,6,,0.32,0.052,0.315,0.137
José Abreu,0.237,0.296,0.383,0.679,,,594,62,18,90,0,,0.276,0.071,0.219,0.146
Tyler Heineman,0.237,0.383,0.316,0.699,,,47,5,0,3,1,,0.3,0.17,0.17,0.079
Jake Marisnick,0.237,0.28,0.408,0.688,,,83,10,2,10,2,,0.296,0.036,0.253,0.171
Chris Taylor,0.237,0.326,0.42,0.746,,,384,51,15,56,16,,0.327,0.107,0.326,0.183
Enrique Hernández,0.237,0.289,0.357,0.646,,,508,57,11,61,4,,0.273,0.067,0.191,0.12
Anthony Rendon,0.236,0.361,0.318,0.679,,,183,23,2,22,2,,0.268,0.137,0.148,0.082
Raimel Tapia,0.236,0.317,0.338,0.655,,,169,28,3,13,10,,0.302,0.101,0.237,0.102
Nolan Gorman,0.236,0.328,0.478,0.806,,,464,59,27,76,7,,0.296,0.114,0.319,0.242
Miguel Rojas,0.236,0.29,0.322,0.612,,,423,49,5,31,8,,0.255,0.061,0.113,0.086
Logan O'Hoppe,0.236,0.296,0.5,0.796,,,199,23,14,29,0,,0.24,0.07,0.241,0.264
Sam Hilliard,0.236,0.295,0.431,0.726,,,78,15,3,6,4,,0.389,0.077,0.423,0.195
Nick Senzel,0.236,0.297,0.399,0.696,,,330,49,13,42,6,,0.269,0.079,0.224,0.163
Kyle Higashioka,0.236,0.274,0.413,0.687,,,260,24,10,34,0,,0.292,0.054,0.285,0.177
Blake Sabol,0.235,0.301,0.394,0.695,,,344,36,13,44,4,,0.33,0.07,0.34,0.159
Cavan Biggio,0.235,0.34,0.37,0.71,,,338,54,9,40,5,,0.304,0.118,0.26,0.135
Junior Caminero,0.235,0.278,0.353,0.631,,,36,4,1,7,0,,0.28,0.056,0.222,0.118
José Fermín,0.235,0.339,0.255,0.594,,,61,2,0,4,0,,0.279,0.098,0.131,0.02
Luke Maile,0.235,0.308,0.391,0.699,,,199,17,6,25,2,,0.29,0.07,0.246,0.156
Joc Pederson,0.235,0.348,0.416,0.764,,,425,59,15,51,0,,0.268,0.134,0.209,0.181
Nelson Velázquez,0.235,0.302,0.586,0.888,,,179,35,17,34,0,,0.221,0.078,0.285,0.351
Elly De La Cruz,0.235,0.3,0.41,0.71,,,427,67,13,44,35,,0.336,0.082,0.337,0.175
MJ Melendez,0.235,0.316,0.398,0.714,,,602,65,16,56,6,,0.311,0.103,0.282,0.163
Connor Wong,0.235,0.288,0.385,0.673,,,403,55,9,36,8,,0.341,0.055,0.333,0.15
Yasmani Grandal,0.234,0.309,0.339,0.648,,,405,33,8,33,0,,0.284,0.089,0.212,0.105
Eric Hosmer,0.234,0.28,0.33,0.61,,,100,7,2,14,0,,0.299,0.06,0.25,0.096
Trey Mancini,0.234,0.299,0.336,0.635,,,263,31,4,28,0,,0.327,0.08,0.297,0.102
Tyrone Taylor,0.234,0.267,0.446,0.713,,,243,36,10,35,9,,0.263,0.033,0.226,0.212
Kris Bryant,0.233,0.313,0.367,0.68,,,335,36,10,31,0,,0.27,0.087,0.203,0.134
Heston Kjerstad,0.233,0.281,0.467,0.748,,,33,3,2,3,0,,0.278,0.061,0.303,0.234
Mike Yastrzemski,0.233,0.33,0.445,0.775,,,381,54,15,43,2,,0.286,0.118,0.26,0.212
Patrick Bailey,0.233,0.285,0.359,0.644,,,353,29,7,48,1,,0.314,0.059,0.283,0.126
Hunter Renfroe,0.233,0.297,0.416,0.713,,,548,60,20,60,0,,0.27,0.08,0.228,0.183
Daniel Vogelbach,0.233,0.339,0.404,0.743,,,319,33,13,48,0,,0.282,0.132,0.254,0.171
Tucupita Marcano,0.233,0.276,0.356,0.632,,,220,16,3,18,5,,0.265,0.045,0.159,0.123
Cedric Mullins,0.233,0.305,0.416,0.721,,,455,51,15,74,19,,0.271,0.095,0.222,0.183
Spencer Torkelson,0.233,0.313,0.446,0.759,,,684,88,31,94,3,,0.269,0.098,0.25,0.213
Eugenio Suárez,0.232,0.323,0.391,0.714,,,694,68,22,96,2,,0.314,0.101,0.308,0.159
Tim Locastro,0.232,0.338,0.393,0.731,,,67,13,2,3,6,,0.344,0.045,0.328,0.161
Wade Meckler,0.232,0.328,0.25,0.578,,,64,6,0,4,0,,0.419,0.094,0.391,0.018
Nick Pratto,0.232,0.307,0.353,0.66,,,345,33,7,35,1,,0.388,0.084,0.4,0.121
Parker Meadows,0.232,0.331,0.368,0.699,,,145,19,3,13,8,,0.302,0.117,0.255,0.136
Harrison Bader,0.232,0.274,0.348,0.622,,,344,44,7,40,20,,0.261,0.049,0.172,0.116
Cal Raleigh,0.232,0.306,0.456,0.762,,,569,78,30,75,0,,0.273,0.095,0.278,0.224
Alan Trejo,0.232,0.288,0.343,0.631,,,227,24,4,26,5,,0.286,0.07,0.225,0.111
Nicky Lopez,0.231,0.326,0.307,0.633,,,262,32,1,25,6,,0.276,0.099,0.153,0.076
Tyler O'Neill,0.231,0.312,0.403,0.715,,,266,27,9,21,5,,0.284,0.105,0.252,0.172
José Azocar,0.231,0.278,0.363,0.641,,,102,16,2,9,8,,0.292,0.039,0.235,0.132
Brandon Lowe,0.231,0.328,0.443,0.771,,,436,58,21,68,7,,0.275,0.115,0.273,0.212
Marco Luciano,0.231,0.333,0.308,0.641,,,45,4,0,0,1,,0.409,0.133,0.378,0.077
Zach McKinstry,0.231,0.302,0.351,0.653,,,518,60,9,35,16,,0.284,0.085,0.218,0.12
Ji Hwan Bae,0.231,0.296,0.311,0.607,,,371,54,2,32,24,,0.31,0.081,0.248,0.08
Kody Clemens,0.23,0.277,0.367,0.644,,,148,15,4,13,0,,0.295,0.054,0.27,0.137
Alek Thomas,0.23,0.273,0.374,0.647,,,402,51,9,39,9,,0.273,0.047,0.214,0.144
Jonathan Aranda,0.23,0.34,0.368,0.708,,,103,13,2,13,0,,0.327,0.126,0.301,0.138
Carlos Correa,0.23,0.312,0.399,0.711,,,580,60,18,65,0,,0.272,0.102,0.226,0.169
Matt Beaty,0.23,0.347,0.295,0.642,,,72,8,0,4,0,,0.298,0.083,0.194,0.065
Estevan Florial,0.23,0.324,0.311,0.635,,,71,5,0,8,3,,0.333,0.099,0.282,0.081
Alfonso Rivas III,0.229,0.303,0.422,0.725,,,123,8,3,15,1,,0.31,0.073,0.293,0.193
Jake Cronenworth,0.229,0.312,0.378,0.69,,,522,54,10,48,6,,0.267,0.088,0.186,0.149
Ryan Noda,0.229,0.364,0.406,0.77,,,495,63,16,54,3,,0.347,0.156,0.343,0.177
Michael Massey,0.229,0.274,0.381,0.655,,,461,42,15,55,6,,0.261,0.052,0.215,0.152
Aledmys Díaz,0.229,0.28,0.337,0.617,,,344,25,4,24,1,,0.273,0.049,0.192,0.108
Austin Wells,0.229,0.257,0.486,0.743,,,75,8,4,13,0,,0.226,0.04,0.187,0.257
Drew Waters,0.228,0.3,0.377,0.677,,,337,40,8,32,16,,0.321,0.08,0.318,0.149
Kevin Pillar,0.228,0.248,0.416,0.664,,,206,29,9,32,4,,0.255,0.029,0.243,0.188
Stuart Fairchild,0.228,0.321,0.388,0.709,,,255,34,5,28,10,,0.306,0.098,0.271,0.16
Mike Ford,0.228,0.323,0.475,0.798,,,251,32,16,34,0,,0.276,0.096,0.323,0.247
Danny Jansen,0.228,0.312,0.474,0.786,,,301,38,17,53,0,,0.233,0.076,0.206,0.246
Francisco Mejía,0.227,0.258,0.4,0.658,,,160,22,5,19,0,,0.266,0.037,0.237,0.173
Billy McKinney,0.227,0.32,0.406,0.726,,,147,19,6,14,1,,0.274,0.116,0.265,0.179
Jake Meyers,0.227,0.296,0.382,0.678,,,341,42,10,33,5,,0.283,0.076,0.258,0.155
Jake Alu,0.226,0.282,0.289,0.571,,,175,14,2,16,5,,0.291,0.057,0.24,0.063
Brian Anderson,0.226,0.31,0.368,0.678,,,361,38,9,40,1,,0.309,0.1,0.299,0.142
Carlos Pérez,0.226,0.293,0.357,0.65,,,189,17,6,20,0,,0.256,0.069,0.212,0.131
Mark Mathias,0.226,0.333,0.258,0.591,,,72,6,0,6,3,,0.298,0.139,0.208,0.032
José Tena,0.226,0.294,0.29,0.584,,,34,2,0,3,0,,0.389,0.088,0.382,0.064
Eduardo Escobar,0.226,0.269,0.344,0.613,,,309,32,6,31,2,,0.286,0.058,0.252,0.118
Christian Bethancourt,0.225,0.254,0.381,0.635,,,332,49,11,33,1,,0.278,0.039,0.274,0.156
J.P. Martínez,0.225,0.25,0.325,0.575,,,44,7,1,4,0,,0.32,0.045,0.364,0.1
Zach Neto,0.225,0.308,0.377,0.685,,,329,38,9,34,5,,0.272,0.061,0.234,0.152
Travis d'Arnaud,0.225,0.288,0.397,0.685,,,292,31,11,39,0,,0.258,0.072,0.229,0.172
Darin Ruf,0.224,0.333,0.286,0.619,,,57,3,0,3,0,,0.333,0.14,0.281,0.062
Ramón Laureano,0.224,0.304,0.371,0.675,,,404,46,9,35,12,,0.301,0.082,0.282,0.147
Luis Guillorme,0.224,0.288,0.327,0.615,,,120,12,1,9,0,,0.291,0.083,0.233,0.103
Jack Suwinski,0.224,0.339,0.454,0.793,,,534,63,26,74,13,,0.29,0.14,0.322,0.23
Christian Vázquez,0.223,0.28,0.318,0.598,,,355,34,6,32,1,,0.279,0.07,0.231,0.095
Evan Longoria,0.223,0.295,0.422,0.717,,,237,25,11,28,0,,0.277,0.097,0.308,0.199
Jacob Amaya,0.222,0.222,0.222,0.444,,,9,1,0,2,1,,0.25,0.0,0.111,0.0
Johan Camargo,0.222,0.3,0.222,0.522,,,20,0,0,2,0,,0.286,0.05,0.2,0.0
Adam Haseley,0.222,0.282,0.278,0.56,,,39,6,0,2,1,,0.286,0.077,0.205,0.056
James McCann,0.222,0.269,0.377,0.646,,,226,25,6,26,3,,0.274,0.04,0.252,0.155
Livan Soto,0.222,0.417,0.222,0.639,,,12,2,0,0,0,,0.286,0.25,0.167,0.0
Jose Siri,0.222,0.267,0.494,0.761,,,364,58,25,56,12,,0.269,0.055,0.357,0.272
Seth Brown,0.222,0.286,0.405,0.691,,,378,33,14,52,3,,0.27,0.079,0.267,0.183
Javier Báez,0.222,0.267,0.325,0.592,,,547,58,9,59,12,,0.274,0.044,0.229,0.103
Jesús Aguilar,0.221,0.281,0.385,0.666,,,115,8,5,9,0,,0.261,0.07,0.27,0.164
Nick Allen,0.221,0.263,0.287,0.55,,,329,29,4,20,5,,0.253,0.052,0.158,0.066
José Caballero,0.221,0.343,0.32,0.663,,,280,37,4,26,26,,0.285,0.1,0.236,0.099
Jordan Diaz,0.221,0.273,0.364,0.637,,,293,20,10,27,0,,0.258,0.058,0.235,0.143
Luke Voit,0.221,0.284,0.265,0.549,,,74,5,0,4,2,,0.366,0.054,0.365,0.044
Jake Rogers,0.221,0.286,0.444,0.73,,,365,47,21,49,1,,0.268,0.077,0.323,0.223
Endy Rodríguez,0.22,0.284,0.328,0.612,,,204,27,3,13,0,,0.281,0.083,0.24,0.108
Daulton Varsho,0.22,0.285,0.389,0.674,,,581,65,20,61,16,,0.256,0.077,0.232,0.169
Michael A. Taylor,0.22,0.278,0.442,0.72,,,388,48,21,51,13,,0.278,0.067,0.335,0.222
Dominic Canzone,0.22,0.258,0.399,0.657,,,182,23,6,21,1,,0.237,0.044,0.176,0.179
Hanser Alberto,0.22,0.261,0.39,0.651,,,90,11,3,16,0,,0.224,0.044,0.144,0.17
Rafael Ortega,0.219,0.341,0.272,0.613,,,136,16,1,8,6,,0.3,0.147,0.243,0.053
Jean Segura,0.219,0.277,0.279,0.556,,,326,25,3,21,6,,0.251,0.067,0.144,0.06
Dylan Carlson,0.219,0.318,0.333,0.651,,,255,27,5,27,3,,0.256,0.102,0.192,0.114
Tyler Fitzgerald,0.219,0.265,0.469,0.734,,,34,3,2,5,2,,0.25,0.059,0.294,0.25
Osleivis Basabe,0.218,0.277,0.31,0.587,,,94,15,1,12,0,,0.295,0.064,0.266,0.092
José Barrero,0.218,0.295,0.323,0.618,,,149,15,2,17,3,,0.307,0.101,0.295,0.105
Akil Baddoo,0.218,0.31,0.372,0.682,,,357,40,11,34,14,,0.268,0.118,0.249,0.154
Brice Turang,0.218,0.285,0.3,0.585,,,448,46,6,34,26,,0.268,0.085,0.21,0.082
Greg Allen,0.217,0.333,0.478,0.811,,,28,6,1,1,3,,0.333,0.071,0.357,0.261
Drew Ellis,0.217,0.379,0.478,0.857,,,29,4,2,4,0,,0.214,0.207,0.241,0.261
Willy Adames,0.217,0.31,0.407,0.717,,,638,73,24,80,5,,0.259,0.111,0.259,0.19
Jorge Mateo,0.217,0.267,0.34,0.607,,,350,58,7,34,32,,0.267,0.063,0.234,0.123
Blake Perkins,0.217,0.325,0.35,0.675,,,168,28,4,20,5,,0.29,0.137,0.274,0.133
Gary Sánchez,0.217,0.288,0.492,0.78,,,267,33,19,47,0,,0.212,0.079,0.251,0.275
Kole Calhoun,0.217,0.282,0.376,0.658,,,174,18,6,25,0,,0.241,0.075,0.213,0.159
Pete Alonso,0.217,0.318,0.504,0.822,,,658,92,46,118,4,,0.205,0.099,0.229,0.287
Oscar Colás,0.216,0.257,0.314,0.571,,,263,32,5,19,4,,0.281,0.046,0.27,0.098
Jake Lamb,0.216,0.259,0.353,0.612,,,54,7,2,5,0,,0.265,0.056,0.278,0.137
Rowdy Tellez,0.215,0.291,0.376,0.667,,,351,26,13,47,0,,0.249,0.1,0.245,0.161
Brad Miller,0.214,0.328,0.339,0.667,,,67,8,1,6,0,,0.244,0.149,0.164,0.125
Oscar Gonzalez,0.214,0.239,0.312,0.551,,,180,15,2,12,0,,0.278,0.028,0.256,0.098
Miguel Amaya,0.214,0.329,0.359,0.688,,,156,17,5,18,0,,0.264,0.077,0.256,0.145
Matt Thaiss,0.214,0.319,0.34,0.659,,,307,32,9,31,2,,0.272,0.117,0.27,0.126
Henry Davis,0.213,0.302,0.351,0.653,,,255,27,7,24,3,,0.273,0.098,0.271,0.138
Jonathan Schoop,0.213,0.278,0.272,0.55,,,151,15,0,7,0,,0.287,0.086,0.245,0.059
Trevor Larnach,0.213,0.311,0.415,0.726,,,212,26,8,40,1,,0.295,0.127,0.34,0.202
Brett Baty,0.212,0.275,0.323,0.598,,,389,41,9,34,2,,0.28,0.075,0.28,0.111
Nick Ahmed,0.212,0.257,0.303,0.56,,,210,14,2,17,5,,0.278,0.057,0.248,0.091
Joey Ortiz,0.212,0.206,0.242,0.448,,,34,4,0,4,0,,0.28,0.0,0.265,0.03
Joey Wendle,0.212,0.248,0.306,0.554,,,318,33,2,20,7,,0.264,0.041,0.211,0.094
Jake Cave,0.212,0.272,0.348,0.62,,,203,18,5,21,3,,0.27,0.074,0.271,0.136
Max Muncy,0.212,0.333,0.475,0.808,,,579,95,36,105,1,,0.221,0.147,0.264,0.263
Rodolfo Castro,0.211,0.297,0.322,0.619,,,256,21,6,24,1,,0.284,0.09,0.289,0.111
Oswaldo Cabrera,0.211,0.275,0.299,0.574,,,330,35,5,29,8,,0.26,0.076,0.218,0.088
Lawrence Butler,0.211,0.24,0.341,0.581,,,129,10,4,10,0,,0.259,0.031,0.271,0.13
Jose Miranda,0.211,0.263,0.303,0.566,,,152,12,3,13,0,,0.235,0.059,0.158,0.092
Jace Peterson,0.211,0.304,0.307,0.611,,,430,35,6,37,15,,0.27,0.109,0.235,0.096
Mark Vientos,0.211,0.253,0.367,0.62,,,233,19,9,22,1,,0.264,0.043,0.305,0.156
Omar Narváez,0.211,0.283,0.297,0.58,,,146,12,2,7,0,,0.245,0.096,0.185,0.086
Jose Trevino,0.21,0.257,0.312,0.569,,,168,15,4,15,0,,0.221,0.048,0.131,0.102
Brett Sullivan,0.21,0.244,0.284,0.528,,,86,7,1,6,0,,0.258,0.047,0.221,0.074
Gabriel Arias,0.21,0.275,0.352,0.627,,,345,36,10,26,3,,0.29,0.081,0.328,0.142
Francisco Alvarez,0.209,0.284,0.437,0.721,,,423,51,25,63,2,,0.222,0.08,0.26,0.228
Luken Baker,0.209,0.313,0.314,0.627,,,99,9,2,10,0,,0.302,0.131,0.313,0.105
Tony Kemp,0.209,0.303,0.304,0.607,,,419,42,5,27,15,,0.221,0.105,0.095,0.095
Anthony Volpe,0.209,0.283,0.383,0.666,,,601,62,21,60,24,,0.259,0.087,0.278,0.174
Nick Gonzales,0.209,0.268,0.348,0.616,,,128,12,2,13,0,,0.278,0.047,0.281,0.139
Mitch Haniger,0.209,0.266,0.365,0.631,,,229,27,6,28,1,,0.27,0.066,0.284,0.156
Jose Herrera,0.208,0.296,0.257,0.553,,,120,15,0,7,1,,0.292,0.108,0.25,0.049
Jordan Luplow,0.208,0.322,0.325,0.647,,,90,11,2,5,2,,0.292,0.133,0.3,0.117
Austin Wynns,0.208,0.268,0.277,0.545,,,145,11,1,10,1,,0.286,0.062,0.269,0.069
Trey Cabbage,0.208,0.232,0.321,0.553,,,56,5,1,7,1,,0.37,0.036,0.464,0.113
Byron Buxton,0.207,0.294,0.438,0.732,,,347,49,17,42,9,,0.253,0.101,0.314,0.231
Paul DeJong,0.207,0.258,0.355,0.613,,,400,41,14,38,4,,0.264,0.052,0.302,0.148
Jo Adell,0.207,0.258,0.448,0.706,,,62,7,3,6,1,,0.3,0.065,0.403,0.241
Joey Bart,0.207,0.263,0.264,0.527,,,95,9,0,5,0,,0.277,0.032,0.242,0.057
Carter Kieboom,0.207,0.266,0.368,0.634,,,94,12,4,11,0,,0.25,0.064,0.287,0.161
Dylan Moore,0.207,0.303,0.428,0.731,,,165,18,7,19,7,,0.28,0.097,0.339,0.221
Carson Kelly,0.206,0.278,0.287,0.565,,,151,13,2,13,1,,0.274,0.093,0.265,0.081
Casey Schmitt,0.206,0.255,0.324,0.579,,,277,28,5,30,2,,0.253,0.047,0.235,0.118
Mike Brosseau,0.205,0.256,0.397,0.653,,,78,4,4,8,0,,0.224,0.051,0.256,0.192
Shea Langeliers,0.205,0.268,0.413,0.681,,,490,52,22,63,3,,0.246,0.069,0.292,0.208
Patrick Wisdom,0.205,0.289,0.5,0.789,,,302,43,23,46,4,,0.237,0.099,0.368,0.295
Joey Wiemer,0.204,0.283,0.362,0.645,,,410,48,13,42,11,,0.258,0.088,0.283,0.158
Bobby Dalbec,0.204,0.264,0.306,0.57,,,53,6,1,1,1,,0.45,0.075,0.528,0.102
Nick Fortes,0.204,0.263,0.299,0.562,,,323,33,6,26,4,,0.234,0.053,0.183,0.095
Carlos Pérez,0.204,0.264,0.347,0.611,,,53,5,1,3,0,,0.243,0.075,0.208,0.143
Josh Harrison,0.204,0.263,0.291,0.554,,,114,8,2,10,0,,0.229,0.026,0.175,0.087
Zack Short,0.204,0.292,0.339,0.631,,,253,17,7,33,5,,0.255,0.111,0.261,0.135
Garrett Stubbs,0.204,0.274,0.283,0.557,,,125,15,1,12,2,,0.265,0.072,0.232,0.079
Brenton Doyle,0.203,0.25,0.343,0.593,,,431,48,10,48,22,,0.295,0.051,0.35,0.14
Rougned Odor,0.203,0.299,0.355,0.654,,,157,21,4,18,2,,0.247,0.108,0.236,0.152
Gavin Sheets,0.203,0.267,0.331,0.598,,,344,24,10,43,1,,0.222,0.081,0.192,0.128
Brandon Dixon,0.203,0.244,0.329,0.573,,,86,10,2,9,1,,0.292,0.012,0.36,0.126
Trevor Story,0.203,0.25,0.316,0.566,,,168,12,3,14,10,,0.29,0.054,0.327,0.113
Jake Bauers,0.202,0.279,0.413,0.692,,,272,28,12,30,3,,0.268,0.099,0.349,0.211
Joey Votto,0.202,0.314,0.433,0.747,,,242,26,14,38,0,,0.212,0.112,0.256,0.231
Tucker Barnhart,0.202,0.285,0.257,0.542,,,123,6,1,9,1,,0.313,0.098,0.341,0.055
Taylor Walls,0.201,0.305,0.333,0.638,,,349,50,8,36,22,,0.261,0.126,0.264,0.132
Lenyn Sosa,0.201,0.224,0.348,0.572,,,173,12,6,14,0,,0.227,0.029,0.231,0.147
Eric Haase,0.201,0.247,0.281,0.528,,,293,22,4,26,4,,0.268,0.058,0.276,0.08
Alex Call,0.2,0.307,0.307,0.614,,,439,43,8,38,9,,0.23,0.121,0.178,0.107
Ben Gamel,0.2,0.2,0.267,0.467,,,15,2,0,2,0,,0.231,0.0,0.133,0.067
Hunter Goodman,0.2,0.247,0.386,0.633,,,77,6,1,17,1,,0.277,0.065,0.312,0.186
Jahmai Jones,0.2,0.273,0.3,0.573,,,11,2,0,3,1,,0.4,0.091,0.455,0.1
Grae Kessinger,0.2,0.289,0.325,0.614,,,45,3,1,1,0,,0.259,0.111,0.267,0.125
Tyler Nevin,0.2,0.306,0.316,0.622,,,111,11,2,10,0,,0.246,0.108,0.225,0.116
Matt Reynolds,0.2,0.2,0.2,0.4,,,5,1,0,0,0,,0.5,0.0,0.6,0.0
Samad Taylor,0.2,0.279,0.267,0.546,,,69,11,0,4,8,,0.308,0.101,0.319,0.067
Jesse Winker,0.199,0.32,0.247,0.567,,,197,16,1,23,0,,0.278,0.132,0.259,0.048
Trent Grisham,0.198,0.315,0.352,0.667,,,555,67,13,50,15,,0.264,0.135,0.277,0.154
Alika Williams,0.198,0.27,0.248,0.518,,,112,7,0,6,0,,0.303,0.08,0.312,0.05
Chad Wallach,0.197,0.259,0.376,0.635,,,172,18,7,15,0,,0.258,0.076,0.331,0.179
