Name,AVG,OBP,SLG,OPS,wOBA,wRC+,PA,R,HR,RBI,SB,WAR,BABIP,BB%,K%,ISO
Jorge Soler,0.241,0.338,0.442,0.78,,,574,84,21,64,1,,0.293,0.118,0.246,0.201
Nicky Lopez,0.241,0.312,0.294,0.606,,,445,40,1,21,5,,0.288,0.083,0.151,0.053
Andy Ibáñez,0.241,0.295,0.357,0.652,,,244,30,5,32,2,,0.31,0.061,0.258,0.116
Jake Cronenworth,0.241,0.324,0.39,0.714,,,656,72,17,83,5,,0.274,0.093,0.18,0.149
Tyler O'Neill,0.241,0.336,0.511,0.847,,,473,74,31,61,4,,0.305,0.112,0.336,0.27
Josh Lowe,0.241,0.302,0.391,0.693,,,387,37,10,34,25,,0.338,0.083,0.318,0.15
Yuli Gurriel,0.241,0.338,0.296,0.634,,,65,7,0,6,1,,0.317,0.138,0.231,0.055
Derek Hill,0.241,0.271,0.42,0.691,,,172,19,7,25,6,,0.32,0.029,0.326,0.179
Triston Casas,0.241,0.337,0.462,0.799,,,243,28,13,32,0,,0.311,0.123,0.317,0.221
Jace Jung,0.241,0.362,0.304,0.666,,,94,14,0,3,0,,0.38,0.16,0.309,0.063
Abraham Toro,0.24,0.293,0.35,0.643,,,364,34,6,26,4,,0.279,0.055,0.17,0.11
Blake Perkins,0.24,0.316,0.332,0.648,,,434,54,6,43,23,,0.313,0.097,0.249,0.092
Pete Alonso,0.24,0.329,0.459,0.788,,,695,91,34,88,3,,0.276,0.101,0.247,0.219
Avisaíl García,0.24,0.255,0.38,0.635,,,51,4,2,2,0,,0.286,0.02,0.255,0.14
Gustavo Campero,0.239,0.271,0.348,0.619,,,48,6,1,6,3,,0.27,0.0,0.167,0.109
Sam Hilliard,0.239,0.305,0.507,0.812,,,158,26,10,27,5,,0.311,0.089,0.354,0.268
Joey Ortiz,0.239,0.329,0.398,0.727,,,511,58,11,60,11,,0.283,0.11,0.202,0.159
Carson Kelly,0.238,0.313,0.374,0.687,,,313,32,9,37,0,,0.266,0.08,0.176,0.136
Jeff McNeil,0.238,0.308,0.384,0.692,,,472,57,12,44,5,,0.256,0.074,0.144,0.146
Jahmai Jones,0.238,0.304,0.381,0.685,,,47,8,1,4,1,,0.36,0.043,0.34,0.143
Manuel Margot,0.238,0.289,0.337,0.626,,,343,37,4,31,5,,0.273,0.061,0.157,0.099
Brett Wisely,0.238,0.278,0.345,0.623,,,272,25,4,31,2,,0.301,0.048,0.239,0.107
Isaac Paredes,0.238,0.346,0.393,0.739,,,641,64,19,80,1,,0.259,0.119,0.164,0.155
Carlos Santana,0.238,0.328,0.42,0.748,,,594,63,23,71,4,,0.252,0.109,0.167,0.182
Travis d'Arnaud,0.238,0.302,0.436,0.738,,,341,40,15,48,1,,0.28,0.07,0.261,0.198
Emmanuel Rivera,0.238,0.312,0.343,0.655,,,302,24,5,29,2,,0.296,0.086,0.228,0.105
Curtis Mead,0.238,0.282,0.287,0.569,,,132,10,1,7,2,,0.304,0.045,0.227,0.049
Eloy Jiménez,0.238,0.289,0.336,0.625,,,349,25,6,23,3,,0.285,0.063,0.201,0.098
Pedro Pagés,0.238,0.281,0.376,0.657,,,218,19,7,27,2,,0.295,0.06,0.266,0.138
Michael Conforto,0.237,0.309,0.45,0.759,,,488,56,20,66,0,,0.277,0.086,0.242,0.213
Tommy Edman,0.237,0.294,0.417,0.711,,,153,20,6,20,6,,0.257,0.072,0.196,0.18
Lane Thomas,0.237,0.309,0.4,0.709,,,528,65,15,63,32,,0.298,0.083,0.259,0.163
Francisco Alvarez,0.237,0.307,0.403,0.71,,,342,39,11,47,1,,0.291,0.088,0.251,0.166
Marcus Semien,0.237,0.308,0.391,0.699,,,718,101,23,74,8,,0.25,0.089,0.146,0.154
Pete Crow-Armstrong,0.237,0.286,0.384,0.67,,,410,46,10,47,27,,0.292,0.051,0.239,0.147
Harrison Bader,0.236,0.284,0.373,0.657,,,437,57,12,51,17,,0.276,0.048,0.217,0.137
Connor Norby,0.236,0.294,0.438,0.732,,,194,32,9,20,3,,0.311,0.077,0.33,0.202
Kyle McCann,0.236,0.318,0.371,0.689,,,157,13,5,15,0,,0.368,0.102,0.376,0.135
Anthony Santander,0.235,0.308,0.506,0.814,,,665,91,44,102,2,,0.225,0.087,0.194,0.271
J.D. Martinez,0.235,0.32,0.406,0.726,,,495,46,16,69,0,,0.308,0.099,0.285,0.171
Kyle Manzardo,0.234,0.282,0.421,0.703,,,156,11,5,15,0,,0.29,0.058,0.263,0.187
Patrick Bailey,0.234,0.298,0.339,0.637,,,448,46,8,46,4,,0.287,0.087,0.223,0.105
Jonathan Aranda,0.234,0.308,0.43,0.738,,,143,22,6,14,0,,0.264,0.084,0.224,0.196
Cedric Mullins,0.234,0.305,0.405,0.71,,,499,69,18,54,32,,0.261,0.082,0.196,0.171
Aaron Schunk,0.234,0.265,0.33,0.595,,,98,14,2,7,0,,0.328,0.041,0.316,0.096
Ty France,0.234,0.305,0.365,0.67,,,535,46,13,51,1,,0.277,0.071,0.213,0.131
Jon Singleton,0.234,0.321,0.386,0.707,,,405,46,13,42,0,,0.299,0.116,0.274,0.152
James McCann,0.234,0.279,0.388,0.667,,,233,27,8,31,1,,0.273,0.056,0.24,0.154
Matt Carpenter,0.234,0.314,0.372,0.686,,,157,15,4,15,0,,0.333,0.096,0.325,0.138
Ha-Seong Kim,0.233,0.33,0.37,0.7,,,470,60,11,47,22,,0.261,0.123,0.164,0.137
Bryan De La Cruz,0.233,0.271,0.384,0.655,,,622,61,21,68,5,,0.289,0.047,0.273,0.151
Ke'Bryan Hayes,0.233,0.283,0.29,0.573,,,396,38,4,25,11,,0.279,0.058,0.189,0.057
Royce Lewis,0.233,0.295,0.452,0.747,,,325,40,16,47,0,,0.251,0.086,0.228,0.219
Leo Rivas,0.233,0.333,0.274,0.607,,,86,10,0,8,3,,0.347,0.116,0.279,0.041
Gavin Sheets,0.233,0.303,0.357,0.66,,,501,35,10,45,2,,0.281,0.086,0.212,0.124
Tyler Soderstrom,0.233,0.315,0.429,0.744,,,213,18,9,26,0,,0.273,0.094,0.249,0.196
Dominic Smith,0.233,0.313,0.378,0.691,,,307,33,6,34,1,,0.301,0.091,0.248,0.145
Giancarlo Stanton,0.233,0.298,0.475,0.773,,,459,49,27,72,0,,0.281,0.083,0.312,0.242
Alex Verdugo,0.233,0.291,0.356,0.647,,,621,74,13,61,2,,0.253,0.079,0.15,0.123
Andrew McCutchen,0.232,0.328,0.411,0.739,,,515,66,20,50,3,,0.283,0.113,0.258,0.179
Max Muncy,0.232,0.358,0.494,0.852,,,293,47,15,48,1,,0.265,0.154,0.263,0.262
Angel Martínez,0.232,0.298,0.338,0.636,,,169,16,3,11,3,,0.274,0.089,0.195,0.106
Miguel Amaya,0.232,0.288,0.357,0.645,,,363,32,8,47,0,,0.261,0.063,0.171,0.125
Joey Meneses,0.231,0.291,0.302,0.593,,,313,19,3,42,2,,0.281,0.067,0.201,0.071
Mike Yastrzemski,0.231,0.302,0.437,0.739,,,474,60,18,57,3,,0.282,0.08,0.262,0.206
Maikel Garcia,0.231,0.281,0.332,0.613,,,626,84,7,58,37,,0.268,0.067,0.165,0.101
Seth Brown,0.231,0.283,0.379,0.662,,,400,32,14,44,4,,0.291,0.062,0.28,0.148
Corbin Carroll,0.231,0.322,0.428,0.75,,,684,121,22,74,35,,0.256,0.107,0.19,0.197
Carlos Narváez,0.231,0.333,0.231,0.564,,,15,0,0,0,0,,0.429,0.133,0.4,0.0
Jhonny Pereda,0.231,0.25,0.231,0.481,,,40,2,0,4,0,,0.31,0.0,0.25,0.0
Livan Soto,0.231,0.375,0.308,0.683,,,16,1,0,0,0,,0.3,0.188,0.188,0.077
Jarred Kelenic,0.231,0.286,0.393,0.679,,,449,49,15,45,7,,0.3,0.071,0.296,0.162
Garrett Hampson,0.23,0.275,0.3,0.575,,,231,16,0,16,7,,0.314,0.061,0.255,0.07
Enrique Hernández,0.229,0.281,0.373,0.654,,,393,44,12,42,0,,0.257,0.069,0.196,0.144
Kyle Isbel,0.229,0.287,0.367,0.654,,,426,62,8,42,11,,0.276,0.063,0.207,0.138
Jorge Mateo,0.229,0.267,0.401,0.668,,,208,30,5,18,13,,0.275,0.048,0.231,0.172
Leody Taveras,0.229,0.289,0.352,0.641,,,529,59,12,44,23,,0.272,0.079,0.212,0.123
Leo Jiménez,0.229,0.329,0.358,0.687,,,210,18,4,19,0,,0.311,0.057,0.281,0.129
Kevin Pillar,0.229,0.291,0.377,0.668,,,314,38,8,45,12,,0.271,0.051,0.22,0.148
Luis Torrens,0.229,0.292,0.373,0.665,,,130,14,3,15,0,,0.273,0.069,0.215,0.144
Austin Wells,0.229,0.322,0.395,0.717,,,414,42,13,55,1,,0.261,0.114,0.21,0.166
Brett Baty,0.229,0.306,0.327,0.633,,,171,15,4,16,0,,0.29,0.094,0.246,0.098
Keibert Ruiz,0.229,0.26,0.359,0.619,,,485,46,13,57,3,,0.232,0.033,0.111,0.13
Jordyn Adams,0.229,0.289,0.314,0.603,,,38,4,1,4,2,,0.318,0.079,0.316,0.085
Nick Ahmed,0.229,0.267,0.295,0.562,,,228,20,2,17,2,,0.288,0.048,0.224,0.066
Hunter Renfroe,0.229,0.297,0.392,0.689,,,424,44,15,52,1,,0.254,0.085,0.198,0.163
Javier Sanoja,0.229,0.25,0.286,0.536,,,36,3,0,2,0,,0.258,0.028,0.111,0.057
Andrew Benintendi,0.229,0.289,0.396,0.685,,,522,50,20,64,3,,0.245,0.079,0.184,0.167
Anthony Rizzo,0.228,0.301,0.335,0.636,,,375,38,8,35,0,,0.259,0.072,0.173,0.107
Michael Siani,0.228,0.285,0.285,0.57,,,334,42,2,20,20,,0.322,0.063,0.275,0.057
Connor Joe,0.228,0.32,0.368,0.688,,,416,49,9,36,2,,0.278,0.106,0.219,0.14
Yasmani Grandal,0.228,0.304,0.4,0.704,,,243,26,9,27,1,,0.248,0.099,0.189,0.172
Ben Rortvedt,0.228,0.317,0.303,0.62,,,328,27,3,31,1,,0.317,0.104,0.268,0.075
Luis Campusano,0.227,0.281,0.361,0.642,,,299,37,8,40,0,,0.24,0.067,0.137,0.134
Nick Fortes,0.227,0.259,0.318,0.577,,,335,28,4,29,0,,0.246,0.033,0.122,0.091
Paul DeJong,0.227,0.276,0.427,0.703,,,482,54,24,56,2,,0.285,0.048,0.324,0.2
Nick Gordon,0.227,0.258,0.369,0.627,,,275,29,8,32,5,,0.271,0.04,0.244,0.142
Jose Herrera,0.227,0.29,0.32,0.61,,,114,11,1,13,0,,0.3,0.079,0.237,0.093
José Caballero,0.227,0.283,0.347,0.63,,,483,53,9,44,44,,0.301,0.056,0.275,0.12
Nolan Jones,0.227,0.321,0.32,0.641,,,297,28,3,28,5,,0.333,0.121,0.306,0.093
Jared Walsh,0.226,0.317,0.321,0.638,,,60,9,1,7,0,,0.355,0.117,0.35,0.095
Ryan Jeffers,0.226,0.3,0.432,0.732,,,465,56,21,64,3,,0.238,0.069,0.202,0.206
TJ Friedl,0.226,0.31,0.38,0.69,,,341,35,13,55,9,,0.229,0.076,0.152,0.154
Josh Rojas,0.225,0.304,0.336,0.64,,,476,48,8,31,10,,0.282,0.097,0.227,0.111
Bo Bichette,0.225,0.277,0.322,0.599,,,336,29,4,31,5,,0.269,0.06,0.19,0.097
Jeimer Candelario,0.225,0.279,0.429,0.708,,,463,47,20,56,4,,0.257,0.058,0.246,0.204
Spencer Steer,0.225,0.319,0.402,0.721,,,656,74,20,92,25,,0.26,0.11,0.209,0.177
Billy Cook,0.224,0.224,0.449,0.673,,,49,5,3,8,1,,0.296,0.0,0.388,0.225
Brandon Nimmo,0.224,0.327,0.399,0.726,,,663,88,23,90,15,,0.267,0.116,0.238,0.175
Riley Adams,0.224,0.292,0.336,0.628,,,130,10,2,8,1,,0.296,0.077,0.269,0.112
Adolis García,0.224,0.284,0.4,0.684,,,637,68,25,85,11,,0.273,0.071,0.278,0.176
Edward Olivares,0.224,0.291,0.333,0.624,,,196,22,5,23,1,,0.25,0.082,0.189,0.109
Shea Langeliers,0.224,0.288,0.45,0.738,,,534,58,29,80,4,,0.252,0.077,0.272,0.226
Luis Robert Jr.,0.224,0.278,0.379,0.657,,,425,47,14,35,23,,0.31,0.066,0.332,0.155
Joshua Palacios,0.224,0.333,0.343,0.676,,,78,10,2,9,1,,0.245,0.128,0.154,0.119
Richie Palacios,0.223,0.346,0.318,0.664,,,316,46,5,21,19,,0.28,0.142,0.212,0.095
Gabriel Arias,0.222,0.255,0.353,0.608,,,161,15,3,15,5,,0.316,0.037,0.329,0.131
Ryan Bliss,0.222,0.29,0.397,0.687,,,71,10,2,9,5,,0.308,0.07,0.31,0.175
Joey Wendle,0.222,0.243,0.25,0.493,,,37,3,0,1,1,,0.296,0.027,0.243,0.028
Whit Merrifield,0.222,0.311,0.314,0.625,,,335,44,4,15,17,,0.257,0.104,0.155,0.092
Vidal Bruján,0.222,0.303,0.319,0.622,,,278,32,2,16,5,,0.276,0.09,0.194,0.097
Christian Vázquez,0.221,0.248,0.327,0.575,,,315,29,7,27,3,,0.257,0.035,0.206,0.106
Oliver Dunn,0.221,0.282,0.316,0.598,,,104,11,1,7,3,,0.37,0.058,0.385,0.095
Brooks Lee,0.221,0.265,0.32,0.585,,,185,9,3,27,3,,0.243,0.059,0.146,0.099
Nick Madrigal,0.221,0.28,0.256,0.536,,,94,5,0,10,1,,0.25,0.043,0.106,0.035
Gary Sánchez,0.22,0.307,0.392,0.699,,,280,30,11,37,0,,0.267,0.096,0.271,0.172
George Springer,0.22,0.303,0.371,0.674,,,614,74,19,56,16,,0.245,0.098,0.187,0.151
Mike Trout,0.22,0.325,0.541,0.866,,,126,17,10,14,6,,0.194,0.127,0.214,0.321
Jonah Heim,0.22,0.267,0.336,0.603,,,491,45,13,59,1,,0.246,0.053,0.183,0.116
Cal Raleigh,0.22,0.312,0.436,0.748,,,628,73,34,100,6,,0.251,0.111,0.28,0.216
Max Schuemann,0.22,0.311,0.308,0.619,,,459,55,7,34,14,,0.292,0.102,0.259,0.088
Kyle Higashioka,0.22,0.263,0.476,0.739,,,263,29,17,45,2,,0.237,0.057,0.281,0.256
Shay Whitcomb,0.22,0.304,0.293,0.597,,,46,1,0,5,0,,0.273,0.109,0.174,0.073
Mickey Moniak,0.219,0.266,0.38,0.646,,,418,48,14,49,8,,0.272,0.05,0.273,0.161
Kody Clemens,0.219,0.258,0.447,0.705,,,120,17,5,18,0,,0.25,0.042,0.242,0.228
Spencer Torkelson,0.219,0.295,0.374,0.669,,,381,45,10,37,0,,0.285,0.087,0.276,0.155
José Azocar,0.219,0.269,0.247,0.516,,,79,13,0,2,5,,0.296,0.063,0.241,0.028
Jake Meyers,0.219,0.286,0.36,0.646,,,513,51,13,61,11,,0.263,0.068,0.228,0.141
Randy Arozarena,0.219,0.332,0.388,0.72,,,648,77,20,60,20,,0.275,0.113,0.261,0.169
Dylan Crews,0.218,0.288,0.353,0.641,,,132,12,3,8,12,,0.253,0.083,0.197,0.135
Anthony Rendon,0.218,0.307,0.267,0.574,,,238,21,0,14,6,,0.257,0.097,0.147,0.049
J.D. Davis,0.218,0.293,0.338,0.631,,,157,13,4,6,0,,0.273,0.076,0.248,0.12
Michael Stefanic,0.218,0.301,0.255,0.556,,,124,8,0,8,0,,0.267,0.081,0.161,0.037
Trey Sweeney,0.218,0.269,0.373,0.642,,,119,11,4,17,2,,0.267,0.059,0.269,0.155
Kris Bryant,0.218,0.323,0.301,0.624,,,155,9,2,15,0,,0.321,0.084,0.31,0.083
Michael Toglia,0.218,0.311,0.456,0.767,,,458,62,25,55,10,,0.27,0.118,0.321,0.238
Jhonkensy Noel,0.218,0.288,0.486,0.774,,,198,25,13,28,0,,0.25,0.066,0.318,0.268
Orlando Arcia,0.218,0.271,0.354,0.625,,,602,50,17,46,2,,0.249,0.068,0.213,0.136
Daniel Schneemann,0.218,0.303,0.368,0.671,,,221,17,5,22,3,,0.306,0.113,0.317,0.15
Tyler Wade,0.217,0.285,0.239,0.524,,,156,28,0,8,8,,0.275,0.071,0.186,0.022
Thairo Estrada,0.217,0.247,0.343,0.59,,,381,43,9,47,2,,0.249,0.026,0.199,0.126
Jonny DeLuca,0.217,0.278,0.331,0.609,,,362,29,6,31,16,,0.265,0.066,0.213,0.114
Jonathan Ornelas,0.216,0.256,0.27,0.526,,,40,1,0,3,0,,0.333,0.05,0.325,0.054
Nick Yorke,0.216,0.286,0.378,0.664,,,42,4,2,5,2,,0.25,0.095,0.286,0.162
Jared Triolo,0.216,0.296,0.315,0.611,,,446,41,9,46,8,,0.279,0.094,0.265,0.099
Zach McKinstry,0.215,0.277,0.337,0.614,,,325,32,4,23,16,,0.265,0.074,0.212,0.122
Stuart Fairchild,0.215,0.286,0.368,0.654,,,233,33,8,30,13,,0.261,0.073,0.258,0.153
Jose Trevino,0.215,0.288,0.354,0.642,,,234,26,8,28,1,,0.228,0.085,0.175,0.139
Andrés Chaparro,0.215,0.28,0.413,0.693,,,132,12,4,15,1,,0.237,0.053,0.182,0.198
Ryan McKenna,0.214,0.267,0.643,0.91,,,15,4,2,2,1,,0.143,0.067,0.333,0.429
René Pinto,0.214,0.292,0.429,0.721,,,49,5,2,6,0,,0.304,0.082,0.367,0.215
Austin Shenton,0.214,0.34,0.405,0.745,,,50,3,1,3,0,,0.296,0.16,0.28,0.191
Joey Loperfido,0.214,0.264,0.35,0.614,,,262,24,4,25,4,,0.331,0.05,0.363,0.136
Kyle Farmer,0.214,0.293,0.353,0.646,,,242,26,5,25,3,,0.252,0.079,0.202,0.139
Enmanuel Valdez,0.214,0.27,0.363,0.633,,,223,23,6,28,1,,0.253,0.076,0.238,0.149
Corey Julks,0.214,0.275,0.306,0.581,,,189,17,3,14,5,,0.281,0.079,0.265,0.092
Rhys Hoskins,0.214,0.303,0.419,0.722,,,517,59,26,82,3,,0.25,0.103,0.288,0.205
Tim Anderson,0.214,0.237,0.226,0.463,,,241,16,0,9,4,,0.301,0.029,0.282,0.012
Daulton Varsho,0.214,0.293,0.407,0.7,,,513,73,18,58,10,,0.262,0.094,0.267,0.193
Jorge Polanco,0.213,0.296,0.355,0.651,,,469,43,16,45,4,,0.274,0.098,0.292,0.142
Luis Matos,0.213,0.237,0.347,0.584,,,156,14,5,25,0,,0.221,0.032,0.154,0.134
Nick Martini,0.212,0.272,0.37,0.642,,,163,23,5,24,1,,0.245,0.055,0.233,0.158
Robbie Grossman,0.212,0.322,0.293,0.615,,,245,21,3,16,3,,0.275,0.139,0.237,0.081
David Hensley,0.212,0.293,0.288,0.581,,,58,9,1,4,1,,0.294,0.103,0.293,0.076
Zack Gelof,0.211,0.27,0.362,0.632,,,547,60,17,49,25,,0.296,0.069,0.344,0.151
Chas McCormick,0.211,0.271,0.306,0.577,,,267,32,5,27,8,,0.274,0.064,0.27,0.095
Brooks Baldwin,0.211,0.25,0.316,0.566,,,121,9,2,8,4,,0.272,0.05,0.256,0.105
Jason Heyward,0.211,0.288,0.412,0.7,,,258,33,10,37,5,,0.226,0.085,0.205,0.201
Marco Luciano,0.211,0.259,0.303,0.562,,,81,10,0,3,0,,0.333,0.062,0.346,0.092
Noelvi Marte,0.21,0.248,0.301,0.549,,,242,24,4,18,9,,0.291,0.037,0.31,0.091
Korey Lee,0.21,0.244,0.347,0.591,,,394,36,12,37,6,,0.276,0.043,0.31,0.137
Trey Cabbage,0.209,0.253,0.337,0.59,,,91,12,1,8,1,,0.333,0.044,0.374,0.128
Tyler Freeman,0.209,0.305,0.321,0.626,,,383,48,7,32,11,,0.227,0.073,0.138,0.112
Austin Slater,0.209,0.321,0.266,0.587,,,212,24,2,18,3,,0.294,0.123,0.283,0.057
Zach DeLoach,0.209,0.293,0.328,0.621,,,75,10,1,5,0,,0.289,0.107,0.28,0.119
Christian Bethancourt,0.209,0.241,0.367,0.608,,,147,18,5,22,3,,0.245,0.034,0.245,0.158
Reese McGuire,0.209,0.28,0.295,0.575,,,158,10,3,18,3,,0.26,0.082,0.247,0.086
Dylan Carlson,0.209,0.287,0.277,0.564,,,265,19,3,25,2,,0.288,0.083,0.283,0.068
Kyle Stowers,0.208,0.268,0.333,0.601,,,209,15,3,24,0,,0.319,0.062,0.354,0.125
Andruw Monasterio,0.208,0.303,0.272,0.575,,,142,14,1,16,6,,0.298,0.113,0.282,0.064
Mitch Haniger,0.208,0.286,0.334,0.62,,,423,42,12,44,0,,0.276,0.095,0.298,0.126
Jo Adell,0.207,0.28,0.402,0.682,,,451,54,20,62,15,,0.244,0.078,0.279,0.195
Garrett Stubbs,0.207,0.296,0.262,0.558,,,187,18,1,11,5,,0.289,0.091,0.267,0.055
David Dahl,0.207,0.242,0.397,0.639,,,62,6,3,8,0,,0.257,0.048,0.339,0.19
Alika Williams,0.207,0.242,0.299,0.541,,,96,13,0,5,1,,0.277,0.031,0.229,0.092
Bryce Johnson,0.206,0.286,0.238,0.524,,,73,9,0,4,1,,0.255,0.096,0.164,0.032
MJ Melendez,0.206,0.273,0.4,0.673,,,451,44,17,44,4,,0.241,0.078,0.251,0.194
Dominic Fletcher,0.206,0.252,0.256,0.508,,,241,14,1,17,0,,0.273,0.046,0.241,0.05
Brayan Rocchio,0.206,0.298,0.316,0.614,,,442,50,8,36,10,,0.245,0.1,0.204,0.11
Garrett Cooper,0.206,0.267,0.299,0.566,,,116,6,1,11,0,,0.296,0.06,0.302,0.093
Wilmer Flores,0.206,0.277,0.318,0.595,,,242,19,4,26,0,,0.22,0.083,0.136,0.112
Elehuris Montero,0.205,0.267,0.304,0.571,,,247,23,4,28,0,,0.251,0.081,0.227,0.099
Danny Jansen,0.205,0.309,0.349,0.658,,,324,35,9,24,0,,0.227,0.123,0.188,0.144
Luis Guillorme,0.205,0.301,0.273,0.574,,,187,14,0,10,4,,0.26,0.123,0.193,0.068
Miguel Sanó,0.205,0.295,0.313,0.608,,,95,9,2,6,0,,0.326,0.095,0.379,0.108
Tyler Black,0.204,0.316,0.245,0.561,,,57,4,0,2,3,,0.313,0.123,0.298,0.041
Mason McCoy,0.204,0.278,0.245,0.523,,,57,7,0,3,1,,0.333,0.088,0.333,0.041
Tyler Nevin,0.204,0.288,0.331,0.619,,,278,22,7,20,1,,0.243,0.09,0.23,0.127
Thomas Saggese,0.204,0.25,0.306,0.556,,,52,5,1,4,0,,0.265,0.038,0.269,0.102
DJ LeMahieu,0.204,0.269,0.259,0.528,,,228,19,2,26,0,,0.229,0.083,0.154,0.055
Matt Thaiss,0.204,0.323,0.299,0.622,,,186,14,2,16,3,,0.306,0.151,0.312,0.095
Justyn-Henry Malloy,0.203,0.291,0.366,0.657,,,230,18,8,21,1,,0.297,0.1,0.37,0.163
Nolan Gorman,0.203,0.271,0.4,0.671,,,402,42,19,50,6,,0.279,0.085,0.376,0.197
Adam Frazier,0.202,0.282,0.294,0.576,,,294,35,4,22,3,,0.246,0.075,0.201,0.092
Bryan Ramos,0.202,0.252,0.333,0.585,,,108,13,3,11,0,,0.227,0.065,0.204,0.131
Chris Taylor,0.202,0.298,0.3,0.598,,,246,28,4,23,5,,0.289,0.114,0.309,0.098
Grant McCray,0.202,0.238,0.379,0.617,,,130,13,5,10,5,,0.317,0.046,0.431,0.177
J.P. Crawford,0.202,0.304,0.321,0.625,,,451,55,9,37,5,,0.248,0.115,0.226,0.119
Alex Kirilloff,0.201,0.27,0.384,0.654,,,178,20,5,20,0,,0.245,0.084,0.264,0.183
Jordan Walker,0.201,0.253,0.366,0.619,,,178,16,5,20,1,,0.252,0.056,0.281,0.165
Dylan Moore,0.201,0.32,0.367,0.687,,,441,53,10,42,32,,0.267,0.12,0.279,0.166
Bo Naylor,0.201,0.264,0.35,0.614,,,389,39,13,39,6,,0.262,0.075,0.314,0.149
Daz Cameron,0.2,0.258,0.329,0.587,,,186,22,5,15,5,,0.25,0.07,0.274,0.129
Jason Delay,0.2,0.333,0.4,0.733,,,19,1,0,6,0,,0.2,0.158,0.0,0.2
Duke Ellis,0.2,0.2,0.2,0.4,,,5,1,0,0,5,,0.333,0.0,0.4,0.0
Travis Jankowski,0.2,0.266,0.242,0.508,,,207,19,1,12,11,,0.255,0.058,0.213,0.042
Greg Jones,0.2,0.333,0.8,1.133,,,6,1,1,1,0,,0.0,0.167,0.667,0.6
Trey Lipscomb,0.2,0.268,0.232,0.5,,,211,20,1,10,11,,0.247,0.076,0.19,0.032
J.P. Martínez,0.2,0.2,0.3,0.5,,,10,2,0,0,1,,0.333,0.0,0.4,0.1
Billy McKinney,0.2,0.286,0.24,0.526,,,28,4,0,2,0,,0.417,0.071,0.464,0.04
Cristian Pache,0.2,0.273,0.279,0.552,,,183,13,1,16,1,,0.317,0.093,0.35,0.079
Liover Peguero,0.2,0.2,0.3,0.5,,,10,0,0,2,0,,0.286,0.0,0.3,0.1
Oswald Peraza,0.2,0.273,0.5,0.773,,,11,2,1,1,0,,0.167,0.091,0.273,0.3
Esteury Ruiz,0.2,0.27,0.382,0.652,,,65,10,2,8,5,,0.257,0.062,0.308,0.182
Nelson Velázquez,0.2,0.274,0.366,0.64,,,230,31,8,27,2,,0.237,0.083,0.265,0.166
Edouard Julien,0.199,0.292,0.323,0.615,,,301,36,8,21,6,,0.288,0.11,0.339,0.124
Jake Bauers,0.199,0.301,0.361,0.662,,,346,45,12,43,13,,0.279,0.113,0.341,0.162
Addison Barger,0.197,0.25,0.351,0.601,,,225,20,7,28,2,,0.239,0.062,0.267,0.154
Danny Mendick,0.197,0.243,0.318,0.561,,,141,13,3,8,6,,0.245,0.043,0.248,0.121
Kevin Kiermaier,0.197,0.237,0.313,0.55,,,281,31,5,26,6,,0.272,0.043,0.306,0.116
Cavan Biggio,0.197,0.314,0.303,0.617,,,224,27,5,19,2,,0.288,0.107,0.321,0.106
Jake Rogers,0.197,0.255,0.352,0.607,,,337,43,10,36,1,,0.251,0.065,0.294,0.155
Dominic Canzone,0.196,0.271,0.381,0.652,,,188,20,8,17,1,,0.229,0.096,0.282,0.185
Christopher Morel,0.196,0.288,0.346,0.634,,,611,56,21,60,8,,0.233,0.1,0.26,0.15
Luke Williams,0.196,0.275,0.261,0.536,,,52,8,0,4,3,,0.273,0.077,0.25,0.065
Nick Senzel,0.195,0.283,0.331,0.614,,,267,25,7,18,1,,0.232,0.105,0.228,0.136
Curt Casali,0.194,0.293,0.25,0.543,,,125,12,1,8,0,,0.235,0.104,0.176,0.056
Miles Mastrobuoni,0.194,0.245,0.224,0.469,,,106,9,0,4,2,,0.232,0.066,0.16,0.03
Michael A. Taylor,0.193,0.253,0.29,0.543,,,300,35,5,21,12,,0.288,0.077,0.35,0.097
Sean Murphy,0.193,0.284,0.352,0.636,,,264,19,10,25,0,,0.223,0.102,0.254,0.159
Ehire Adrianza,0.192,0.25,0.346,0.596,,,28,4,1,2,0,,0.286,0.071,0.393,0.154
Tomás Nido,0.192,0.219,0.315,0.534,,,140,14,4,12,0,,0.226,0.036,0.25,0.123
Darell Hernaiz,0.192,0.261,0.242,0.503,,,135,8,1,12,1,,0.234,0.081,0.2,0.05
Luis Urías,0.191,0.303,0.394,0.697,,,109,11,4,16,0,,0.25,0.083,0.312,0.203
Davis Schneider,0.191,0.282,0.343,0.625,,,454,48,13,46,6,,0.257,0.104,0.317,0.152
Vaughn Grissom,0.19,0.246,0.219,0.465,,,114,10,0,6,2,,0.244,0.061,0.211,0.029
Buddy Kennedy,0.19,0.308,0.381,0.689,,,26,3,1,6,1,,0.214,0.154,0.269,0.191
Charles Leblanc,0.19,0.393,0.476,0.869,,,28,6,2,6,0,,0.2,0.25,0.321,0.286
Trent Grisham,0.19,0.29,0.385,0.675,,,209,21,9,31,1,,0.217,0.105,0.273,0.195
