Name,ERA,FIP,xFIP,WHIP,K/9,BB/9,HR/9,K%,BB%,BABIP,LOB%,WAR,IP,G,GS,W,L
Ryan Pressly,3.58,,,1.07,10.19,2.2,1.1,0.276,0.06,0.22,,,65.1,65,0,4,5
Tayler Saucedo,3.59,,,1.34,8.12,4.34,0.38,0.208,0.111,0.234,,,47.2,52,0,3,2
Bryan Baker,3.6,,,1.27,10.2,4.8,0.8,0.274,0.129,0.21,,,45.0,46,0,4,3
Chris Bassitt,3.6,,,1.18,8.37,2.66,1.26,0.225,0.071,0.235,,,200.0,33,33,16,8
Beau Brieske,3.6,,,1.37,7.97,3.09,1.03,0.204,0.079,0.259,,,35.0,25,1,2,3
Derek Law,3.6,,,1.38,7.36,4.25,0.98,0.188,0.108,0.239,,,55.0,54,3,4,6
Zack Wheeler,3.61,,,1.08,9.94,1.83,0.94,0.269,0.05,0.229,,,192.0,32,32,13,6
Sam Hentges,3.61,,,1.36,9.63,3.1,0.34,0.251,0.081,0.26,,,52.1,56,0,3,2
JT Chargois,3.61,,,1.25,7.44,3.83,0.64,0.201,0.103,0.232,,,42.1,46,5,1,0
John King,3.62,,,1.47,4.82,2.41,0.48,0.127,0.064,0.31,,,37.1,35,0,2,1
Jordan Weems,3.62,,,1.21,9.88,4.61,1.48,0.259,0.121,0.194,,,54.2,51,0,5,1
Nathan Eovaldi,3.63,,,1.14,8.25,2.94,0.94,0.229,0.081,0.225,,,144.0,25,25,12,5
Kenley Jansen,3.63,,,1.28,10.48,3.43,1.01,0.277,0.09,0.237,,,44.2,51,0,3,6
Trevor Megill,3.63,,,1.36,13.5,3.12,0.52,0.351,0.081,0.265,,,34.2,31,2,1,0
Charlie Morton,3.64,,,1.43,10.08,4.57,0.77,0.256,0.116,0.244,,,163.1,30,30,14,12
Tyler Wells,3.64,,,0.99,8.87,2.58,1.9,0.249,0.072,0.193,,,118.2,25,20,7,6
José Buttó,3.64,,,1.33,8.14,4.93,0.64,0.212,0.128,0.212,,,42.0,9,7,1,4
José Soriano,3.64,,,1.33,12.0,4.93,0.86,0.303,0.124,0.214,,,42.0,38,0,1,3
José Berríos,3.65,,,1.19,8.73,2.47,1.19,0.235,0.066,0.241,,,189.2,32,32,11,12
Robert Garcia,3.66,,,1.19,9.28,3.38,0.84,0.26,0.094,0.234,,,32.0,25,0,2,2
Braxton Garrett,3.66,,,1.15,8.79,1.63,1.13,0.237,0.044,0.25,,,159.2,31,30,9,7
Pablo López,3.66,,,1.15,10.86,2.23,1.11,0.292,0.06,0.238,,,194.0,32,32,11,8
Silvino Bracho,3.68,,,1.5,7.36,7.36,0.0,0.194,0.194,0.2,,,7.1,5,0,0,0
Alex Lange,3.68,,,1.33,10.77,6.14,0.82,0.274,0.156,0.185,,,66.0,67,0,7,5
JoJo Romero,3.68,,,1.06,10.31,2.45,0.25,0.286,0.068,0.216,,,36.2,27,0,4,2
Jacob Webb,3.69,,,1.29,9.56,5.03,1.01,0.246,0.129,0.199,,,53.2,54,0,1,1
Daniel Duarte,3.69,,,1.39,6.54,5.68,1.42,0.169,0.147,0.211,,,31.2,31,0,3,0
Carl Edwards Jr.,3.69,,,1.52,6.82,4.83,0.28,0.169,0.12,0.25,,,31.2,32,0,1,3
Dane Dunning,3.7,,,1.26,7.3,2.87,1.04,0.194,0.076,0.25,,,172.2,35,26,12,7
Justin Lawrence,3.72,,,1.35,9.36,4.32,0.6,0.239,0.11,0.235,,,75.0,69,0,4,7
Nick Mears,3.72,,,1.45,9.78,6.52,0.47,0.241,0.161,0.194,,,19.1,16,0,0,1
Dauri Moreta,3.72,,,1.09,11.79,3.72,0.62,0.318,0.1,0.187,,,58.0,55,0,5,2
Angel Perdomo,3.72,,,1.1,13.66,3.41,0.93,0.376,0.094,0.208,,,29.0,30,0,3,2
Logan Gilbert,3.73,,,1.08,8.92,1.7,1.37,0.245,0.047,0.233,,,190.2,32,32,13,7
Cole Sands,3.74,,,1.52,8.72,5.4,1.66,0.214,0.133,0.235,,,21.2,15,0,0,0
Kyle Hendricks,3.74,,,1.2,6.11,1.77,0.85,0.161,0.047,0.255,,,137.0,24,24,6,8
Nick Sandlin,3.75,,,1.03,9.9,3.6,1.8,0.276,0.1,0.182,,,60.0,61,0,5,5
Mike Baumann,3.76,,,1.31,8.49,4.59,0.97,0.223,0.121,0.221,,,64.2,60,0,10,1
A.J. Minter,3.76,,,1.19,11.41,2.92,0.84,0.315,0.081,0.236,,,64.2,70,0,3,6
Bobby Miller,3.76,,,1.1,8.61,2.32,0.87,0.236,0.063,0.226,,,124.1,22,22,11,4
Kyle Finnegan,3.76,,,1.3,8.18,3.12,1.43,0.219,0.083,0.254,,,69.1,67,0,7,5
Dylan Covey,3.77,,,1.51,6.28,3.56,1.05,0.157,0.089,0.282,,,43.0,29,1,1,3
Mike Clevinger,3.77,,,1.23,7.54,2.74,1.1,0.2,0.073,0.244,,,131.1,24,24,9,9
Max Scherzer,3.77,,,1.12,10.26,2.65,1.65,0.28,0.072,0.221,,,152.2,27,27,13,6
Seranthony Domínguez,3.78,,,1.4,8.64,3.96,1.26,0.214,0.098,0.246,,,50.0,57,0,5,5
Michael Kelly,3.78,,,1.32,8.64,4.86,0.0,0.225,0.127,0.21,,,16.2,14,0,1,0
Mason Miller,3.78,,,1.2,10.26,4.32,0.54,0.273,0.115,0.203,,,33.1,10,6,0,3
Gabe Speier,3.79,,,1.06,10.54,1.81,1.15,0.296,0.051,0.235,,,54.2,69,0,2,2
Shane Bieber,3.8,,,1.23,7.52,2.39,0.98,0.201,0.064,0.253,,,128.0,21,21,6,6
Logan Allen,3.81,,,1.4,8.55,3.45,1.15,0.222,0.089,0.263,,,125.1,24,24,7,8
George Soriano,3.81,,,1.33,9.0,3.98,1.04,0.228,0.101,0.234,,,52.0,26,1,0,0
Bryce Elder,3.81,,,1.28,6.6,3.25,0.98,0.175,0.086,0.245,,,174.2,31,31,12,4
Ryan Thompson,3.82,,,0.91,6.16,2.35,0.88,0.174,0.066,0.185,,,30.2,31,0,1,2
Kenny Rosenberg,3.82,,,1.48,7.91,3.82,0.82,0.199,0.096,0.267,,,33.0,7,3,2,2
Brandon Bielak,3.83,,,1.53,6.98,4.05,1.35,0.176,0.102,0.277,,,80.0,15,13,5,6
J.P. France,3.83,,,1.36,6.67,3.1,1.25,0.174,0.081,0.263,,,136.1,24,23,11,6
Taylor Rogers,3.83,,,1.24,11.15,4.35,1.05,0.296,0.116,0.211,,,51.2,60,0,6,4
Caleb Boushley,3.86,,,1.29,19.29,7.71,3.86,0.5,0.2,0.125,,,2.1,1,0,1,0
Mike Brosseau,3.86,,,0.86,0.0,3.86,3.86,0.0,0.111,0.125,,,2.1,3,0,0,0
Jimmy Cordero,3.86,,,1.07,9.37,2.76,0.55,0.258,0.076,0.208,,,32.2,31,1,3,2
Ben Heller,3.86,,,1.45,7.71,5.3,0.96,0.195,0.134,0.232,,,18.2,19,0,0,0
Colin Holderman,3.86,,,1.34,9.32,3.21,0.64,0.242,0.083,0.256,,,56.0,58,0,0,3
Griffin Jax,3.86,,,1.18,9.37,2.62,0.69,0.248,0.069,0.232,,,65.1,71,0,6,10
Zack Kelly,3.86,,,1.61,5.79,7.71,0.0,0.14,0.186,0.219,,,9.1,8,0,0,0
Steven Matz,3.86,,,1.33,8.4,2.74,0.94,0.218,0.071,0.263,,,105.0,25,17,4,7
Freddy Peralta,3.86,,,1.12,11.41,2.93,1.41,0.309,0.079,0.212,,,165.2,30,30,12,10
John Schreiber,3.86,,,1.41,10.22,4.82,1.16,0.26,0.123,0.237,,,46.2,46,2,2,1
Spencer Strider,3.86,,,1.09,13.55,2.8,1.06,0.368,0.076,0.21,,,186.2,32,32,20,5
Vince Velasquez,3.86,,,1.31,8.92,3.38,0.96,0.228,0.086,0.24,,,37.1,8,8,4,4
Randy Wynne,3.86,,,1.71,0.0,3.86,0.0,0.0,0.091,0.3,,,2.1,1,0,0,1
Alex Young,3.86,,,1.36,8.39,3.35,1.68,0.212,0.085,0.248,,,53.2,63,0,4,2
Yusei Kikuchi,3.86,,,1.27,9.72,2.58,1.45,0.259,0.069,0.255,,,167.2,32,32,11,6
Alex Cobb,3.87,,,1.32,7.79,2.2,1.13,0.203,0.057,0.272,,,151.1,28,28,7,7
Andrew Abbott,3.87,,,1.32,9.88,3.62,1.32,0.261,0.096,0.244,,,109.1,21,21,8,6
Jakob Junis,3.87,,,1.29,10.05,2.2,1.26,0.262,0.057,0.269,,,86.0,40,4,4,3
Andrew Wantz,3.89,,,1.09,7.55,3.43,0.92,0.206,0.094,0.197,,,39.1,27,3,2,0
Carlos Estévez,3.9,,,1.49,11.26,4.48,1.01,0.278,0.11,0.254,,,62.1,63,0,5,5
Josiah Gray,3.91,,,1.46,8.09,4.53,1.25,0.205,0.115,0.251,,,159.0,30,30,8,13
Steven Wilson,3.91,,,1.17,9.68,4.58,1.19,0.26,0.123,0.185,,,53.0,52,0,1,2
Tristan Beck,3.92,,,1.22,7.2,2.22,1.06,0.192,0.059,0.252,,,85.0,33,3,3,3
Chris Stratton,3.92,,,1.14,8.82,2.72,0.87,0.24,0.074,0.227,,,82.2,64,0,2,1
Kris Bubic,3.94,,,1.31,9.0,1.13,0.56,0.235,0.029,0.292,,,16.0,3,3,0,2
Marcus Stroman,3.95,,,1.26,7.84,3.42,0.59,0.207,0.09,0.231,,,136.2,27,25,10,9
Chase Silseth,3.96,,,1.28,9.63,4.47,1.55,0.253,0.118,0.212,,,52.1,16,8,4,1
A.J. Puk,3.97,,,1.18,12.39,2.06,1.59,0.322,0.054,0.241,,,56.2,58,0,7,5
Drew VerHagen,3.98,,,1.28,8.85,3.84,1.33,0.224,0.097,0.226,,,61.0,60,0,5,1
Darius Vines,3.98,,,1.08,6.2,3.1,1.33,0.167,0.083,0.203,,,20.1,5,2,1,0
John Brebbia,3.99,,,1.17,11.03,3.29,1.41,0.292,0.087,0.215,,,38.1,40,10,3,5
Ron Marinaccio,3.99,,,1.31,10.65,5.13,1.14,0.273,0.132,0.208,,,47.1,45,0,4,5
Reese Olson,3.99,,,1.12,8.94,2.86,1.22,0.244,0.078,0.215,,,103.2,21,18,5,7
Jose Cuas,3.99,,,1.5,9.78,4.82,1.1,0.243,0.12,0.253,,,65.1,72,2,3,2
Matt Festa,4.0,,,1.78,13.0,12.0,1.0,0.302,0.279,0.129,,,9.0,8,0,0,0
Luis Garcia,4.0,,,1.3,10.33,3.33,1.0,0.27,0.087,0.243,,,27.0,6,6,2,2
Trevor Rogers,4.0,,,1.22,9.5,3.0,1.0,0.241,0.076,0.229,,,18.0,4,4,1,2
Bennett Sousa,4.0,,,0.89,10.0,2.0,1.0,0.294,0.059,0.188,,,9.0,7,0,0,0
Victor González,4.01,,,1.1,8.02,2.67,0.53,0.222,0.074,0.223,,,33.2,34,1,3,3
Eli Morgan,4.01,,,1.44,10.02,3.21,1.2,0.251,0.08,0.267,,,67.1,61,0,5,2
Pierce Johnson,4.02,,,1.48,12.93,4.31,1.44,0.325,0.108,0.257,,,62.2,67,0,2,6
Connor Brogdon,4.03,,,1.45,8.07,4.03,1.55,0.205,0.102,0.264,,,29.0,27,1,2,1
Kutter Crawford,4.04,,,1.11,9.39,2.51,1.18,0.256,0.068,0.221,,,129.1,31,23,6,8
Nick Pivetta,4.04,,,1.12,11.54,3.15,1.45,0.312,0.085,0.208,,,142.2,38,16,10,9
Génesis Cabrera,4.04,,,1.31,9.38,3.88,1.29,0.243,0.1,0.232,,,55.2,61,0,2,1
Brooks Kriske,4.05,,,1.05,8.1,5.4,2.7,0.24,0.16,0.15,,,6.2,4,0,0,0
